id,parent_id,subject_id,subject_name,name,level,difficulty,source,summary,definition,core_elements,key_terms,formulas,common_mistakes,scope_boundary,prerequisites_desc,params_status,prerequisites,sort,icon,created_at
33,1,1,数学分析,第三章 函数极限,2,1,manual,本章系统引入函数极限的定义（ε-δ语言）、性质（唯一性、局部有界性、保号性等）及存在条件（归结原则、柯西准则），并重点掌握两个重要极限与无穷小/无穷大的比较。作为数学分析的核心基础，它为连续、导数、积分等后续概念提供严格工具，是连接数列极限与微分学的关键桥梁。,,,,,,,,,,2,,2026-09-05T11:42:23.002441
34,33,1,数学分析,3.1 函数极限概念,3,1,manual,函数极限概念的核心是描述自变量变化趋势下函数的趋近行为，包括x趋于无穷与趋于有限值两类情形，并引入单侧极限以处理分段点或间断点。重点掌握极限的精确定义（ε-δ、ε-M语言）及单侧极限与极限存在的关系，这是判断极限存在及后续计算的基础。,,,,,,,,,,0,,2026-09-05T11:42:23.002441
35,34,1,数学分析,x趋于无穷时的极限,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.002441
36,34,1,数学分析,x趋于有限值时的极限,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.002441
37,34,1,数学分析,单侧极限,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.002441
38,33,1,数学分析,3.2 函数极限的性质,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.002441
39,38,1,数学分析,唯一性,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.002441
40,38,1,数学分析,局部有界性,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.002441
41,38,1,数学分析,局部保号性,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.002441
42,38,1,数学分析,保不等式性,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.002441
43,38,1,数学分析,迫敛性,4,1,manual,,,,,,,,,,,4,,2026-09-05T11:42:23.002441
44,38,1,数学分析,四则运算法则,4,1,manual,,,,,,,,,,,5,,2026-09-05T11:42:23.002441
45,33,1,数学分析,3.3 函数极限存在的条件,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.002441
46,45,1,数学分析,归结原则,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.002441
47,45,1,数学分析,单调有界定理,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.002441
48,45,1,数学分析,柯西准则,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.002441
49,33,1,数学分析,3.4 两个重要极限,3,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.002441
50,49,1,数学分析,lim(sinx/x)=1,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.002441
51,49,1,数学分析,lim(1+1/x)^x=e,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.002441
52,33,1,数学分析,3.5 无穷小量与无穷大量,3,1,manual,,,,,,,,,,,4,,2026-09-05T11:42:23.002441
53,52,1,数学分析,无穷小量,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.002441
54,52,1,数学分析,无穷小量阶的比较,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.002441
55,52,1,数学分析,无穷大量,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.002441
56,52,1,数学分析,曲线的渐近线,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.002441
57,1,1,数学分析,第四章 函数的连续性,2,1,manual,本章系统引入函数连续性的严格定义，重点掌握ε-δ语言及增量形式，理解间断点分类；进而讨论连续函数的局部性质与闭区间上的一致连续性、介值定理等核心结论，并利用四则运算与复合运算建立初等函数的连续性。该章是数学分析的基石，为后续导数、积分及微分方程理论提供前提，是连接极限理论与分析工具的关键桥梁。,,,,,,,,,,3,,2026-09-05T11:42:23.002441
58,57,1,数学分析,4.1 连续性概念,3,1,manual,函数在一点连续指极限值等于函数值；间断点分可去、跳跃与第二类。重点掌握连续性的判定、间断点类型的区分，以及区间上连续函数的整体性质。常见考点为利用定义讨论分段函数的连续性与间断点分类。,,,,,,,,,,0,,2026-09-05T11:42:23.002441
59,58,1,数学分析,函数在一点的连续性,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.002441
60,58,1,数学分析,间断点及其分类,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
61,58,1,数学分析,区间上的连续函数,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
62,57,1,数学分析,4.2 连续函数的性质,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
63,62,1,数学分析,连续函数的局部性质,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
64,62,1,数学分析,闭区间上连续函数的基本性质,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
65,62,1,数学分析,反函数的连续性,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
66,62,1,数学分析,一致连续性,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
67,57,1,数学分析,4.3 初等函数的连续性,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
68,67,1,数学分析,指数函数的连续性,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
69,67,1,数学分析,初等函数的连续性,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
70,1,1,数学分析,第五章 导数和微分,2,1,manual,本章系统引入导数与微分概念，建立求导法则与链式法则，并推广至参变量函数与高阶导数。核心在于理解导数的极限定义及微分的线性逼近思想，掌握各类函数求导技巧。作为数学分析的基础工具，导数是后续研究函数性质、极值问题及积分学的关键，承上启下，须牢固掌握。,,,,,,,,,,4,,2026-09-05T11:42:23.003418
71,70,1,数学分析,5.1 导数的概念,3,1,manual,导数的定义是函数增量与自变量增量比值的极限，导函数为各点导数值构成的函数。几何意义是曲线切线斜率。重点掌握定义式求导、可导与连续关系，以及利用几何意义求切线方程。常见考点为导数定义辨析与切线斜率计算。,,,,,,,,,,0,,2026-09-05T11:42:23.003418
72,71,1,数学分析,导数的定义,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
73,71,1,数学分析,导函数,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
74,71,1,数学分析,导数的几何意义,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
75,70,1,数学分析,5.2 求导法则,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
76,75,1,数学分析,导数的四则运算,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
77,75,1,数学分析,反函数的导数,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
78,75,1,数学分析,复合函数的导数,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
79,75,1,数学分析,基本求导法则与公式,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
80,70,1,数学分析,5.3 参变量函数的导数,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
81,70,1,数学分析,5.4 高阶导数,3,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
82,70,1,数学分析,5.5 微分,3,1,manual,,,,,,,,,,,4,,2026-09-05T11:42:23.003418
83,82,1,数学分析,微分的概念,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
84,82,1,数学分析,微分的运算法则,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
85,82,1,数学分析,高阶微分,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
86,82,1,数学分析,微分在近似计算中的应用,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
87,1,1,数学分析,第六章 微分中值定理及其应用,2,1,manual,本章围绕微分中值定理展开，系统学习拉格朗日定理、柯西中值定理及泰勒公式，并应用于函数单调性、极值、凸性与拐点分析，最终掌握函数图像讨论与方程近似解。它是连接导数与函数性质的核心桥梁，是数学分析中应用导数研究函数形态的关键章节，为后续积分学与数值计算奠定基础。,,,,,,,,,,5,,2026-09-05T11:42:23.003418
88,87,1,数学分析,6.1 拉格朗日定理和函数的单调性,3,1,manual,本小节核心为罗尔定理与拉格朗日定理，后者是微分中值定理的关键，用于证明函数单调性。重点掌握定理条件与结论，会构造辅助函数，能利用导数符号判断单调区间。考点常涉及中值定理证明题及单调性应用。,,,,,,,,,,0,,2026-09-05T11:42:23.003418
89,88,1,数学分析,罗尔定理,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
90,88,1,数学分析,拉格朗日定理,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
91,88,1,数学分析,单调函数,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
92,87,1,数学分析,6.2 柯西中值定理和不定式极限,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
93,92,1,数学分析,柯西中值定理,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
94,92,1,数学分析,不定式极限,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
95,87,1,数学分析,6.3 泰勒公式,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
96,95,1,数学分析,带有佩亚诺型余项的泰勒公式,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
97,95,1,数学分析,带有拉格朗日型余项的泰勒公式,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
98,87,1,数学分析,6.4 函数的极值与最大最小值,3,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
99,98,1,数学分析,极值判别,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
100,98,1,数学分析,最大值与最小值,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
101,87,1,数学分析,6.5 函数的凸性与拐点,3,1,manual,,,,,,,,,,,4,,2026-09-05T11:42:23.003418
102,87,1,数学分析,6.6 函数图像的讨论,3,1,manual,,,,,,,,,,,5,,2026-09-05T11:42:23.003418
103,87,1,数学分析,6.7 方程的近似解,3,1,manual,,,,,,,,,,,6,,2026-09-05T11:42:23.003418
104,1,1,数学分析,第七章 实数的完备性,2,1,manual,本章围绕实数完备性展开，系统介绍六大基本定理及其等价关系，并以此为基础严格证明闭区间上连续函数的性质，同时引入上、下极限工具。该章是数学分析从直观计算转向严密论证的枢纽，为后续极限理论、微分积分奠定逻辑基石。学习重点在于理解完备性本质，掌握定理间的互推脉络，并会运用致密性定理、有限覆盖定理等处理分析问题。,,,,,,,,,,6,,2026-09-05T11:42:23.003418
105,104,1,数学分析,7.1 关于实数集完备性的基本定理,3,1,manual,本小节介绍实数完备性的核心定理：区间套定理、聚点定理与有限覆盖定理，并强调它们与确界原理等价的逻辑链条。学习重点是理解各定理条件与结论，掌握用区间套证聚点、用有限覆盖证紧性的典型方法。考点常为定理证明、反例辨析及等价性推导。,,,,,,,,,,0,,2026-09-05T11:42:23.003418
106,105,1,数学分析,区间套定理,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
107,105,1,数学分析,聚点定理与有限覆盖定理,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
108,105,1,数学分析,实数完备性基本定理的等价性,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
109,104,1,数学分析,7.2 闭区间上连续函数性质的证明,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
110,104,1,数学分析,7.3 上极限和下极限,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
111,1,1,数学分析,第八章 不定积分,2,1,manual,本章系统介绍不定积分的概念、基本积分公式，重点掌握换元积分法与分部积分法，并学习有理函数及可化为有理函数的不定积分。作为积分学的起点，它为定积分、微分方程等后续内容奠定基础。核心是理解原函数与积分常数，熟练运用凑微分、变量代换和分部积分等基本方法。,,,,,,,,,,7,,2026-09-05T11:42:23.003418
112,111,1,数学分析,8.1 不定积分概念与基本积分公式,3,1,manual,本小节引入原函数与不定积分概念，明确积分是求导的逆运算；需熟记基本积分表公式，掌握通过求导验证原函数的方法。重点考查不定积分定义、原函数存在性及基本公式的直接应用，常以填空或简单计算题出现。,,,,,,,,,,0,,2026-09-05T11:42:23.003418
113,112,1,数学分析,原函数与不定积分,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
114,112,1,数学分析,基本积分表,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
115,111,1,数学分析,8.2 换元积分法与分部积分法,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
116,115,1,数学分析,换元积分法,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
117,115,1,数学分析,分部积分法,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
118,111,1,数学分析,8.3 有理函数和可化为有理函数的不定积分,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
119,118,1,数学分析,有理函数的不定积分,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
120,118,1,数学分析,三角函数有理式的不定积分,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
121,118,1,数学分析,某些无理根式的不定积分,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
122,1,1,数学分析,第九章 定积分,2,1,manual,本章系统引入定积分概念，重点掌握牛顿-莱布尼茨公式、可积条件及定积分性质，并理解微积分学基本定理与计算技巧。定积分是连接微分与积分的核心桥梁，为后续多元积分、级数等奠定基础。需熟练运用定义、性质及可积性理论分析问题。,,,,,,,,,,8,,2026-09-05T11:42:23.003418
123,122,1,数学分析,9.1 定积分概念,3,1,manual,定积分源于曲边梯形面积等实际问题，核心是“分割、近似、求和、取极限”。学习重点为理解定积分定义中极限的存在性，掌握可积条件。常见考点是判断函数可积性及利用定义求简单极限。,,,,,,,,,,0,,2026-09-05T11:42:23.003418
124,123,1,数学分析,问题提出,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
125,123,1,数学分析,定积分的定义,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
126,122,1,数学分析,9.2 牛顿-莱布尼茨公式,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
127,122,1,数学分析,9.3 可积条件,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
128,127,1,数学分析,可积的必要条件,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
129,127,1,数学分析,可积的充要条件,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
130,127,1,数学分析,可积函数类,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
131,122,1,数学分析,9.4 定积分的性质,3,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
132,131,1,数学分析,定积分的基本性质,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
133,131,1,数学分析,积分中值定理,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
134,122,1,数学分析,9.5 微积分学基本定理·定积分计算,3,1,manual,,,,,,,,,,,4,,2026-09-05T11:42:23.003418
135,134,1,数学分析,变限积分与原函数的存在性,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
136,134,1,数学分析,换元积分法,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
137,134,1,数学分析,分部积分法,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
138,122,1,数学分析,9.6 可积性理论补叙,3,1,manual,,,,,,,,,,,5,,2026-09-05T11:42:23.003418
139,1,1,数学分析,第十章 定积分的应用,2,1,manual,本章系统展示定积分作为“和式极限”工具在几何与物理中的应用，重点掌握微元法：通过分割、近似、求和、取极限建立积分式。核心内容包括平面图形面积、平行截面体积、弧长与曲率、旋转曲面面积，以及功、压力等物理量计算，并介绍梯形法、抛物线法等近似计算。本章深化对定积分本质的理解，是连接理论计算与实际建模的重要桥梁。,,,,,,,,,,9,,2026-09-05T11:42:23.003418
140,139,1,数学分析,10.1 平面图形的面积,3,1,manual,定积分求平面图形面积的核心是元素法：将图形分割为微元，面积化为定积分。重点在于选择积分变量（x或y），正确确定上下限及被积函数（上减下或右减左）。常见考点为求两曲线围成区域的面积，需先求交点。,,,,,,,,,,0,,2026-09-05T11:42:23.003418
141,139,1,数学分析,10.2 由平行截面面积求体积,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
142,139,1,数学分析,10.3 平面曲线的弧长与曲率,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
143,142,1,数学分析,平面曲线的弧长,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
144,142,1,数学分析,曲率,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
145,139,1,数学分析,10.4 旋转曲面的面积,3,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
146,139,1,数学分析,10.5 定积分在物理中的某些应用,3,1,manual,,,,,,,,,,,4,,2026-09-05T11:42:23.003418
147,146,1,数学分析,液体静压力,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
148,146,1,数学分析,引力,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
149,146,1,数学分析,功与平均功率,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
150,139,1,数学分析,10.6 定积分的近似计算,3,1,manual,,,,,,,,,,,5,,2026-09-05T11:42:23.003418
151,1,1,数学分析,第十一章 反常积分,2,1,manual,本章将定积分推广至无穷区间与无界函数情形，引入反常积分（无穷限积分与瑕积分）的概念，重点掌握其收敛性判别法，如比较判别法、极限比较法、狄利克雷判别法与阿贝尔判别法等。该章是数学分析中连接定积分与后续级数理论的重要桥梁，深刻理解“反常”本质与收敛思想，对处理含参变量积分及傅里叶分析等后续内容具有基础性作用。,,,,,,,,,,10,,2026-09-05T11:42:23.003418
152,151,1,数学分析,11.1 反常积分概念,3,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
153,152,1,数学分析,问题提出,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
154,152,1,数学分析,两类反常积分的定义,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
155,151,1,数学分析,11.2 无穷限反常积分的性质与收敛判别,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
156,155,1,数学分析,无穷限反常积分的性质,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
157,155,1,数学分析,比较判别法,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
158,155,1,数学分析,柯西判别法,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
159,155,1,数学分析,阿贝尔判别法与狄利克雷判别法,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
160,151,1,数学分析,11.3 瑕积分的性质与收敛判别,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
161,160,1,数学分析,瑕积分的性质,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
162,160,1,数学分析,比较判别法,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
163,1,1,数学分析,第十二章 数项级数,2,1,manual,本章系统研究数项级数的收敛理论，是数学分析中连接数列极限与函数项级数的桥梁。核心内容包括：通过部分和数列定义级数收敛性，掌握Cauchy收敛准则；对正项级数，重点运用比较判别法、比值判别法与根值判别法；对一般项级数，掌握Leibniz判别法、绝对收敛与条件收敛的概念。学习重点在于判断各类级数的敛散性，为后续函数项级数与Fourier级数奠定基础。,,,,,,,,,,11,,2026-09-05T11:42:23.003418
164,163,1,数学分析,12.1 级数的收敛性,3,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
165,164,1,数学分析,级数的概念,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
166,164,1,数学分析,收敛级数的性质,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
167,163,1,数学分析,12.2 正项级数,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
168,167,1,数学分析,比较判别法,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
169,167,1,数学分析,比式判别法与根式判别法,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
170,167,1,数学分析,积分判别法,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
171,167,1,数学分析,拉贝判别法,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
172,163,1,数学分析,12.3 一般项级数,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
173,172,1,数学分析,交错级数,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
174,172,1,数学分析,绝对收敛与条件收敛,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
175,172,1,数学分析,阿贝尔判别法与狄利克雷判别法,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
176,172,1,数学分析,一般项级数的重排,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
177,1,1,数学分析,第十三章 函数列与函数项级数,2,1,manual,本章研究函数列与函数项级数的一致收敛性及其性质，核心是区分逐点收敛与一致收敛，掌握M判别法、极限交换定理等。该章是数学分析从有限运算过渡到无限运算的关键，为后续幂级数、傅里叶级数奠定严格基础。重点包括一致收敛的判定、连续性、可积性与可微性在一致收敛下的保持条件。,,,,,,,,,,12,,2026-09-05T11:42:23.003418
178,177,1,数学分析,13.1 一致收敛性,3,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
179,178,1,数学分析,函数列及其一致收敛性,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
180,178,1,数学分析,函数项级数及其一致收敛性,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
181,178,1,数学分析,函数项级数的一致收敛性判别法,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
182,177,1,数学分析,13.2 一致收敛函数列与函数项级数的性质,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
183,182,1,数学分析,极限函数与和函数的连续性,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
184,182,1,数学分析,逐项求积与逐项求导,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
185,1,1,数学分析,第十四章 幂级数,2,1,manual,本章围绕幂级数的收敛性、性质及函数展开展开，重点掌握收敛半径与收敛域的判定、幂级数的逐项求导与积分，以及将初等函数展开为泰勒级数的方法。引入复变量指数函数并导出欧拉公式，体现幂级数在实数与复数域的桥梁作用。作为从多项式逼近到函数级数理论的核心章节，它为后续傅里叶级数和微分方程求解奠定基础。,,,,,,,,,,13,,2026-09-05T11:42:23.003418
186,185,1,数学分析,14.1 幂级数,3,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
187,186,1,数学分析,幂级数的收敛区间,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
