node_id,name,level,definition,core_elements,key_terms,formulas,common_mistakes,scope_boundary,prerequisites_desc
13,2.3 线性表的链式表示和实现,3,"线性表的链式存储通过指针将数据元素链接起来，不要求地址连续，支持动态内存分配。","指针链接 | 动态分配 | 不连续存储 | 头指针 | 结点","链表 | 指针 | 结点 | 头指针 | 动态分配","[]","混淆头指针与头结点；不理解带头结点与不带头结点的区别","不涉及循环链表和双向链表的具体实现","需掌握顺序表的实现和指针基础"
14,2.3.1 线性链表,4,"单链表是最基本的链式存储结构，每个结点包含数据域和指针域，通过指针将各结点串联成链。","数据域 | 指针域 | 头结点 | 尾结点 | 单向链接","单链表 | 头结点 | 数据域 | 指针域","[]","操作链表时忘记处理头结点；指针操作顺序错误导致断链","不涉及循环链表和双向链表","需先理解链式表示的基本原理"
15,2.3.2 循环链表,4,"循环链表是将单链表中最后一个结点的指针域指向头结点，形成环形结构，便于从任意结点遍历整个链表。","尾结点指向头结点 | 环形结构 | 可从任意结点遍历","循环链表 | 环形结构 | 尾结点","[]","判断链表结束的条件错误（应判next==头结点而非NULL）","不涉及双向链表和链表的具体应用","需先掌握单链表的结构和操作"
16,2.3.3 双向链表,4,"双向链表每个结点包含两个指针域，分别指向前驱和后继结点，支持双向遍历，提高了某些操作的效率。","前驱指针 | 后继指针 | 双向遍历 | 结点结构更复杂","双向链表 | 前驱指针 | 后继指针","[]","插入删除操作时忘记处理两个方向的指针；指针操作顺序错误","不涉及多链表和非线性结构","需先掌握单链表和循环链表"
17,2.4 一元多项式的表示及相加,3,"一元多项式可用线性表表示，非零项可用（系数,指数）对存储，多项式相加对应线性表的合并操作。","多项式表示 | 系数指数对 | 线性表合并 | 非零项存储","多项式 | 系数 | 指数 | 项","[]","未正确处理指数相同项的系数相加；忽略零系数项","不涉及多元多项式和符号计算","需掌握线性表的顺序和链式存储"
19,3.1 栈,3,"栈是限定仅在表尾进行插入和删除操作的线性表，遵循后进先出（LIFO）原则，栈顶为操作位置。","后进先出 | 栈顶 | 栈底 | 入栈 | 出栈","栈 | LIFO | 栈顶 | 栈底 | 入栈 | 出栈","[]","混淆栈顶与栈底；在栈中间进行插入删除操作","不涉及栈的具体实现和应用","需掌握线性表的基本概念和操作"
20,3.1.1 抽象数据类型栈的定义,4,"栈的ADT定义包括数据对象（元素集合）、关系（后进先出）和操作集（初始化/入栈/出栈/判空/取栈顶等）。","数据对象 | LIFO关系 | 操作集（InitStack/Push/Pop/GetTop/IsEmpty）","ADT Stack | InitStack | Push | Pop | GetTop","[]","忘记定义栈的判空操作；忽略栈满的处理","不涉及栈的具体存储实现","需先理解栈的基本概念"
21,3.1.2 栈的表示和实现,4,"栈可用顺序存储（顺序栈）或链式存储（链栈）实现，顺序栈用数组和栈顶指针，链栈用单链表。","顺序栈 | 链栈 | 栈顶指针top | 数组实现 | 链表实现","顺序栈 | 链栈 | top指针","[顺序栈栈空：top==-1 | 栈满：top==MaxSize-1]","栈满时继续入栈导致溢出；链栈判空条件错误","不涉及栈的应用算法","需掌握栈的ADT定义和线性表存储"
22,3.2 栈的应用举例,3,"栈在数制转换、括号匹配、表达式求值、迷宫求解、递归实现等方面有广泛应用，利用LIFO特性解决特定问题。","数制转换 | 括号匹配 | 表达式求值 | 迷宫求解 | 递归","数制转换 | 括号匹配 | 表达式求值 | 递归","[]","不了解栈在不同场景中的应用模式","不涉及队列和其他线性结构应用","需掌握栈的基本结构和操作"
23,3.2.1 数制转换,4,"将十进制数转换为其他进制数时，利用栈保存余数，利用LIFO特性逆序输出结果，实现进制转换。","除基取余法 | 余数入栈 | 逆序输出","数制转换 | 除基取余 | LIFO","N=N div d | 余数R入栈","未利用栈的LIFO特性导致输出顺序错误","不涉及浮点数转换和非整数进制","需掌握栈的基本操作"
24,3.2.2 括号匹配的检验,4,"利用栈检验表达式中括号是否匹配，遇左括号入栈，遇右括号检查栈顶是否匹配并出栈。","左括号入栈 | 右括号匹配出栈 | 栈空检查","括号匹配 | 左括号 | 右括号 | 栈","[]","右括号多余时栈空未处理；左括号多余时未检测栈非空","不涉及其他符号匹配和语法分析","需掌握栈的入栈出栈操作"
25,3.2.3 行编辑程序,4,"行编辑程序使用栈处理输入文本，遇'#'删除当前行，遇'@'退回到上一行，利用栈的LIFO特性实现文本编辑。","'#'退格 | '@'退行 | 逐行入栈 | 栈处理","行编辑 | '#'退格符 | '@'退行符","[]","未正确处理退格和退行的边界条件","不涉及全屏编辑和光标控制","需掌握栈的基本操作和应用"
26,3.2.4 迷宫求解,4,"利用栈实现迷宫的深度优先搜索，将路径入栈，遇到死胡同时回溯出栈，直到找到出口或搜索失败。","DFS | 路径入栈 | 回溯出栈 | 死胡同处理","迷宫 | DFS | 回溯 | 路径栈","[]","回溯时未正确出栈；未标记已访问位置导致死循环","不涉及广度优先搜索和最短路径","需掌握栈的操作和深度优先搜索概念"
27,3.2.5 表达式求值,4,"利用栈实现表达式求值，操作数栈和运算符栈配合，根据运算符优先级决定入栈或计算，支持中缀表达式。","操作数栈 | 运算符栈 | 优先级比较 | 中缀表达式","表达式求值 | 操作数栈 | 运算符栈 | 优先级","[]","运算符优先级判断错误；括号处理不当导致计算顺序错误","不涉及后缀表达式转换和复杂表达式解析","需掌握栈的基本操作和运算符优先级"
28,3.3 栈与递归的实现,3,"递归函数的实现依赖系统栈，每次递归调用将局部变量和返回地址压栈，返回时弹栈恢复现场，栈深度影响空间消耗。","系统栈 | 递归调用栈 | 局部变量 | 返回地址 | 栈深度","递归 | 系统栈 | 调用栈 | 栈深度","递归空间复杂度=O(栈深度)","未理解递归的栈实现机制；未考虑递归深度过大导致栈溢出","不涉及非递归算法转换和尾递归优化","需掌握栈的结构和递归的基本概念"
29,3.4 队列,3,"队列是限定在一端插入另一端删除的线性表，遵循先进先出（FIFO）原则，分为队头和队尾。","先进先出 | 队头 | 队尾 | 入队 | 出队","队列 | FIFO | 队头 | 队尾 | 入队 | 出队","[]","混淆队头与队尾；在队列中间进行插入删除操作","不涉及队列的具体实现和应用","需掌握线性表和栈的基本概念"
30,3.4.1 抽象数据类型队列的定义,4,"队列ADT定义包括数据对象（元素集合）、关系（FIFO）和操作集（初始化/入队/出队/判空/取队头等）。","数据对象 | FIFO关系 | 操作集（InitQueue/EnQueue/DeQueue/GetHead/IsEmpty）","ADT Queue | InitQueue | EnQueue | DeQueue | GetHead","[]","忘记定义队列的判空操作；忽略队满的处理","不涉及队列的具体存储实现","需先理解队列的基本概念"
31,3.4.2 链队列——队列的链式表示和实现,4,"链队列用单链表实现队列，队头指针指向头结点，队尾指针指向最后一个结点，支持动态扩展。","队头指针front | 队尾指针rear | 动态分配 | 无队满问题","链队列 | front指针 | rear指针","[]","链队列判空条件混淆（front==rear指向头结点）","不涉及顺序存储和循环队列","需掌握队列的ADT定义和链表基础"
32,3.4.3 循环队列——队列的顺序表示和实现,4,"循环队列用数组实现队列，通过取模运算使存储空间循环使用，牺牲一个空间区分队空和队满。","循环数组 | 取模运算 | 队空/队满判断 | 空间牺牲","循环队列 | 数组 | 取模","队空：front==rear | 队满：(rear+1)%MaxSize==front","队空和队满的判断条件混淆；未使用取模运算导致数组越界","不涉及链式队列和优先队列","需掌握顺序队列和队列的ADT定义"
33,3.5 离散事件模拟,3,"离散事件模拟利用队列按时间顺序处理事件，模拟现实系统中离散事件的发生和处理过程。","事件队列 | 时间驱动 | 事件处理 | 模拟系统","离散事件 | 事件队列 | 时间驱动","[]","未正确理解事件的时间顺序；事件调度逻辑错误","不涉及连续事件模拟和实时系统","需掌握队列的基本操作和应用"
