591,4.7.3 网际组管理协议IGMP和多播路由选择协议,4,IGMP管理本地多播组成员多播路由协议构建多播转发树,组成员管理 | 查询响应 | 多播路由 | 共享树 | 源树,IGMP | PIM | 组成员关系,IGMP工作在主机与路由器之间 | 混淆IGMP与ICMP的功能,不涉及具体的多播路由算法细节,需掌握多播的基本概念
592,4.8 虚拟专用网VPN和网络地址转换NAT,3,VPN提供安全的远程访问NAT解决IPv4地址不足问题,加密隧道 | 地址转换 | 端口复用 | 私有地址 | 安全通信,VPN | NAT | 私有地址 | 端口转换,[],认为VPN和NAT功能相同 | 忽略NAT对端到端通信的影响,不涉及VPN的具体加密算法,需理解IP地址的结构
593,4.8.1 虚拟专用网VPN,4,VPN利用公共网络建立安全的专用通信隧道实现远程访问,隧道技术 | 加密认证 | 隧道协议 | 远程访问,VPN | 隧道 | 加密 | 认证,认为VPN只有一种实现方式 | 忽略VPN的安全性依赖,不涉及VPN的具体协议实现,需理解网络层的基本功能
594,4.8.2 网络地址转换NAT,4,NAT将私有IP地址转换为公有IP地址解决地址空间不足问题,地址转换 | 端口映射 | 会话维持 | 地址池,NAT | 端口转换 | 私有地址 | 公有地址,NAT转换在传输层进行 | 忽略NAT对P2P应用的影响,不涉及NAT穿越的高级技术,需掌握IP地址和端口的概念
595,4.9 多协议标记交换MPLS,3,MPLS在数据链路层和网络层之间增加标记层提高转发效率,标记交换 | 转发等价类 | 标记分发 | 快速转发 | 流量工程,MPLS | 标签 | LSP | FEC,认为MPLS属于网络层协议 | 混淆MPLS与传统IP转发,不涉及MPLS的高级流量工程,需理解IP转发的基本原理
596,4.9.1 MPLS的工作原理,4,MPLS通过标记交换实现快速分组转发基于转发等价类进行标记分配,标记交换 | 标记分发 | 转发等价类 | 入口标记 | 出口标记,LSR | LER | 标记分发协议,MPLS使用固定长度的标记进行查表转发 | 标记只在本地有效,不涉及MPLS的复杂协议细节,需掌握MPLS的基本概念
597,4.9.2 MPLS首部的位置与格式,4,MPLS首部位于数据链路层和网络层之间包含标记和生存时间等字段,20位标记 | 3位实验位 | 8位TTL | 栈底标志,MPLS首部 | 标记栈,标记栈允许MPLS标签嵌套 | 首部长度固定为4字节,不涉及MPLS首部的所有字段细节,需理解MPLS在协议栈中的位置
598,5 运输层,2,运输层为应用进程提供端到端的逻辑通信功能,进程通信 | 端口复用 | 可靠传输 | 流量控制 | 拥塞控制,运输层 | 端口 | TCP | UDP,[],混淆网络层与运输层的功能 | 认为运输层只提供一种服务,不涉及应用层协议,需掌握网络层的基本原理
599,5.1 运输层协议概述,3,运输层在进程之间提供逻辑通信是协议栈中的关键层次,端到端通信 | 复用分用 | 可靠性 | 流量控制,TCP | UDP | 端口 | 套接字,[],认为运输层就是网络层 | 忽略运输层的进程通信功能,不涉及具体应用层协议,需理解网络层的服务功能
600,5.1.1 进程之间的通信,4,运输层提供进程之间的逻辑通信不同于网络层的主机间通信,进程标识 | 端口号 | 复用 | 分用,进程 | 端口 | 逻辑通信,运输层使用端口号标识进程 | 混淆进程通信与主机通信,不涉及进程间通信的其他机制,需掌握网络层的寻址方式
601,5.1.2 运输层的两个主要协议,4,TCP提供可靠面向连接的服务UDP提供无连接不可靠的服务,可靠传输 | 无连接 | 面向连接 | 字节流 | 数据报,TCP | UDP | 面向连接 | 无连接,认为UDP不可靠所以没有用处 | 混淆TCP和UDP的适用场景,不涉及两种协议的内部实现细节,需理解运输层的基本功能
602,5.1.3 运输层的端口,4,端口是运输层服务访问点用于标识不同的应用进程,熟知端口 | 注册端口 | 动态端口 | 端口号范围,端口号 | 熟知端口 | 临时端口,TCP和UDP使用独立的端口号空间 | 忽略端口号的范围划分,不涉及端口号分配的管理机制,需掌握进程间通信的概念
603,5.2 用户数据报协议UDP,3,UDP是一种无连接的运输层协议提供简单高效的数据传输服务,无连接 | 不可靠 | 首部开销小 | 支持多播 | 实时性,UDP | 无连接 | 数据报 | 校验和,认为UDP不需要校验 | 忽略UDP的适用场景,不涉及UDP的高级应用,需掌握运输层的基本概念
604,5.2.1 UDP概述,4,UDP提供无连接不可靠的服务首部开销小适合实时应用,无连接 | 不可靠 | 尽力交付 | 首部简单 | 速度快,UDP | 无连接 | 实时应用,UDP不保证数据按序到达 | 误认为UDP完全没有差错控制,不涉及UDP的详细工作机制,需理解TCP和UDP的区别
605,5.2.2 UDP的首部格式,4,UDP首部由源端口目的端口长度和校验和四个字段组成共8字节,源端口 | 目的端口 | 长度 | 校验和,伪首部 | 校验和计算,伪首部只用于校验和计算不传送 | 忽略伪首部在校验中的作用,不涉及UDP数据报的分片,需掌握UDP的基本特点
606,5.3 传输控制协议TCP概述,3,TCP是一种面向连接的可靠运输层协议提供字节流服务,面向连接 | 可靠传输 | 字节流 | 流量控制 | 拥塞控制,TCP | 面向连接 | 字节流 | 全双工,认为TCP比UDP慢所以不适合实时应用 | 混淆TCP的面向连接与网络层的连接,不涉及TCP的内部机制,需掌握UDP的基本特点
607,5.3.1 TCP最主要的特点,4,TCP提供可靠面向连接的字节流服务具有流量控制和拥塞控制机制,面向连接 | 可靠交付 | 字节流 | 流量控制 | 拥塞控制,TCP | 全双工 | 面向流 | 可靠,认为TCP的可靠是绝对的 | 忽略TCP的拥塞控制机制,不涉及TCP的连接管理细节,需理解TCP和UDP的区别
608,5.3.2 TCP的连接,4,TCP连接的端点是套接字由IP地址和端口号组成,套接字 | 点对点 | 全双工 | 连接管理,套接字 | TCP连接 | 点对点通信,TCP连接只能是点对点不能是一对多 | 混淆套接字与端口的概念,不涉及TCP连接的状态管理,需掌握TCP的主要特点
609,5.4 可靠传输的工作原理,3,通过确认重传和序号机制在不可靠的网络层上实现可靠传输,确认机制 | 重传机制 | 序号机制 | 超时检测,ARQ | 确认 | 重传 | 序号,认为可靠传输只靠重传实现 | 忽略序号机制的重要性,不涉及具体的ARQ协议实现,需理解TCP的可靠性需求
610,5.4.1 停止等待协议,4,每发送一个分组就等待确认超时则重传实现简单但效率低,发送确认 | 超时重传 | 序号编号 | 效率低,停止等待 | 确认 | 重传 | 超时,停止等待协议的信道利用率很低 | 误认为停止等待是TCP的实际协议,不涉及流水线传输机制,需掌握可靠传输的基本原理
611,5.4.2 连续ARQ协议,4,允许连续发送多个分组无需等待确认提高信道利用率,流水线传输 | 累积确认 | 滑动窗口 | 高效率,连续ARQ | 累积确认 | 滑动窗口,累积确认可能导致重传已正确接收的分组 | 混淆连续ARQ与停止等待的区别,不涉及选择重传ARQ的细节,需掌握停止等待协议的原理
612,5.5 TCP报文段的首部格式,4,TCP首部包含源端口目的端口序号确认号等字段最少20字节,序号 | 确认号 | 数据偏移 | 控制位 | 窗口,TCP首部 | 序号字段 | 确认号字段 | 标志位,TCP首部最小长度为20字节 | 误将序号与确认号混淆,不涉及TCP选项字段的详细内容,需掌握TCP的基本特点
613,5.6 TCP可靠传输的实现,3,TCP通过序号确认重传和校验和等机制实现端到端的可靠传输,序号确认 | 超时重传 | 校验和 | 滑动窗口,可靠传输 | 序号 | 确认 | 重传,认为可靠传输只依赖于重传机制 | 忽略序号和确认的作用,不涉及具体的重传算法细节,需掌握TCP报文段的格式
614,5.6.1 以字节为单位的滑动窗口,4,TCP使用以字节为单位的滑动窗口实现流量控制和可靠传输,发送窗口 | 接收窗口 | 窗口滑动 | 字节序号,发送窗口 | 接收窗口 | 滑动窗口,TCP的窗口大小以字节为单位 | 混淆窗口与缓存的概念,不涉及窗口大小协商的细节,需掌握TCP序号机制的原理
615,5.6.2 超时重传时间的选择,4,TCP通过自适应算法动态计算超时重传时间RTO,RTO | RTT | 加权平均 | 偏差估计,超时重传时间 | 往返时间 | 自适应,RTO应略大于RTT的加权平均值 | 误认为RTO是固定值,不涉及具体的RTO计算公式,需掌握超时重传的基本原理
616,5.6.3 选择确认SACK,4,SACK允许接收方告知发送方哪些数据段已正确接收实现选择重传,选择确认 | 块确认 | 避免不必要重传,SACK | 选择重传 | 块确认,SACK需要在TCP选项中协商支持 | 误认为SACK是TCP必需功能,不涉及SACK的详细报文格式,需理解TCP确认机制的原理
617,5.7 TCP的流量控制,3,流量控制用于控制发送方的发送速率避免接收方缓冲区溢出,滑动窗口 | 接收窗口 | 发送速率 | 缓冲区,流量控制 | 接收窗口 | 发送窗口,[],混淆流量控制与拥塞控制 | 认为流量控制只在TCP中存在,不涉及具体的流量控制算法,需掌握可靠传输的基本原理
618,5.7.1 利用滑动窗口实现流量控制,4,通过动态调整发送窗口大小控制发送方速率与接收方能力匹配,窗口通告 | 零窗口 | 持续探测 | 窗口缩放,接收窗口 | 零窗口探测,接收方通过窗口字段通告可用缓冲区大小 | 忽略零窗口探测机制,不涉及窗口缩放选项,需掌握滑动窗口的基本原理
619,5.7.2 TCP的传输效率,4,通过Nagle算法和糊涂窗口综合征等机制提高TCP传输效率,Nagle算法 | 糊涂窗口 | 小分组 | 效率优化,Nagle算法 | 糊涂窗口综合征,Nagle算法合并小分组减少网络开销 | 混淆Nagle算法与流量控制,不涉及具体的效率优化技术,需理解流量控制的原理
620,5.8 TCP的拥塞控制,3,拥塞控制防止过多数据注入网络避免网络过载导致性能下降,拥塞 | 慢开始 | 拥塞避免 | 快重传 | 快恢复,拥塞控制 | 慢开始 | 拥塞避免,混淆拥塞控制与流量控制 | 认为拥塞控制只在网络层实现,不涉及具体的拥塞控制算法细节,需掌握流量控制的原理
621,5.8.1 拥塞控制的一般原理,4,拥塞是网络负载过高导致网络性能下降的现象需要综合控制机制,开环控制 | 闭环控制 | 负载 | 吞吐量,拥塞 | 控制机制 | 开环闭环,拥塞控制的目标是使网络吞吐量接近理想值 | 误认为拥塞控制就是流量控制,不涉及具体的TCP拥塞控制算法,需理解拥塞的本质
622,5.8.2 TCP的拥塞控制方法,4,TCP通过慢开始拥塞避免快重传快恢复四种算法进行拥塞控制,慢开始 | 拥塞避免 | 快重传 | 快恢复 | 拥塞窗口,慢开始 | 拥塞避免 | 快重传 | 快恢复,TCP的拥塞窗口cwnd随网络状况动态调整 | 混淆慢开始与慢启动 | 忽略快恢复算法的作用,不涉及算法的数学分析,需掌握拥塞控制的基本原理
623,5.8.3 主动队列管理AQM,4,AQM在网络设备中主动管理队列长度避免全局同步和尾部丢弃,随机早期检测 | 主动管理 | 队列管理 | 避免同步,RED | AQM | 随机丢弃,RED在队列满之前就开始随机丢弃分组 | 混淆AQM与尾部丢弃的区别,不涉及RED的具体参数配置,需理解TCP拥塞控制的原理
624,5.9 TCP的运输连接管理,3,TCP连接管理包括连接建立连接释放和状态维护三个过程,三次握手 | 四次挥手 | 状态机 | 连接管理,TCP连接 | 三次握手 | 四次挥手,认为TCP连接建立只需两次握手 | 忽略TCP的有限状态机,不涉及连接管理的异常处理,需掌握TCP的基本特点
625,5.9.1 TCP的连接建立,4,TCP通过三次握手建立连接确保双方序列号同步,SYN | SYN-ACK | ACK | 初始序列号,三次握手 | 连接建立 | 序列号同步,三次握手防止历史连接的建立 | 误认为两次握手足以建立连接,不涉及连接建立的异常情况,需理解TCP连接管理的基本概念
626,5.9.2 TCP的连接释放,4,TCP通过四次挥手释放连接确保双方数据完整传输,FIN | ACK | TIME-WAIT | 优雅关闭,四次挥手 | 连接释放 | TIME-WAIT状态,四次挥手确保双方数据完整传输 | 忽略TIME-WAIT状态的作用,不涉及连接释放的异常处理,需掌握TCP连接建立的原理
627,5.9.3 TCP的有限状态机,4,TCP状态机描述了TCP连接在不同事件下的状态转换过程,状态转换 | 事件驱动 | 状态管理,LISTEN | SYN-SENT | ESTABLISHED | FIN-WAIT,TCP的每个连接在任一时刻处于一个确定状态 | 混淆TCP状态与连接阶段,不涉及状态机的所有转换细节,需掌握TCP连接管理的基本过程
