node_id,name,level,definition,core_elements,key_terms,formulas,common_mistakes,scope_boundary,prerequisites_desc
664,6.9.2 具有全分布式结构的P2P文件共享程序,4,全分布式P2P无中心节点，通过泛洪搜索资源,分布式哈希表 | 洪泛查询 | 文件分块,BitTorrent | 分布式P2P | 洪泛,[],全分布式P2P效率低,混合式P2P是纯P2P,已掌握集中目录P2P
665,6.9.3 P2P文件分发的分析,4,P2P文件分发时间与节点数近似对数关系，优于C/S模式,分发时间分析 | 最小时间 | 瓶颈,P2P分析 | 下载时间 | 对等方数量,[],P2P总是优于C/S,不涉及6.9.3 P2P文件分发的分析的具体实现细节和扩展应用,已理解全分布式P2P
666,6.9.4 在P2P对等方中搜索对象,4,P2P搜索通过分布式哈希表DHT实现高效资源定位,分布式哈希表 | 覆盖网络 | 对象定位,DHT | 分布式哈希表 | 对象搜索,[],DHT查询需遍历全网,DHT仅用于文件搜索,已掌握P2P文件分发
667,7 网络安全,2,网络安全研究如何保护网络系统中的数据和资源免受攻击和威胁,安全威胁 | 加密技术 | 认证机制,网络安全 | 威胁 | 防护,[],网络安全仅指加密技术,不涉及7 网络安全的具体实现细节和扩展应用,已掌握计算机网络各层协议
668,7.1 网络安全问题概述,3,网络面临被动攻击和主动攻击两大类安全威胁,窃听 | 篡改 | 伪造,安全威胁 | 被动攻击 | 主动攻击,[],所有攻击都可检测,网络安全仅由技术保障,已理解网络安全基本概念
669,7.1.1 计算机网络面临的安全性威胁,4,主要威胁包括截获、篡改、伪造和中断等攻击方式,机密性 | 完整性 | 可用性,安全目标 | 机密性 | 完整性 | 可用性,[],拒绝服务是被动攻击,恶意软件不属于网络攻击,已掌握安全威胁分类
670,7.1.2 安全的计算机网络,4,安全网络需提供机密性、端点鉴别、完整性和可用性服务,安全服务 | 安全机制 | 安全策略,安全网络 | 安全服务 | 安全机制,[],加密可解决所有安全问题,不涉及7.1.2 安全的计算机网络的具体实现细节和扩展应用,已理解网络攻击类型
671,7.1.3 数据加密模型,4,加密模型包括明文、密文、加密算法、解密算法和密钥,明文 | 密文 | 加密算法 | 解密算法,加密模型 | 明文 | 密文 | 密钥,密文C=EK(M),密码强度取决于算法保密性,加密强度与密钥长度无关,已掌握安全网络概念
672,7.2 两类密码体制,3,密码体制分为对称密钥体制和公钥密码体制两类,对称密钥 | 公钥密码 | 混合加密,对称加密 | 公钥加密 | 密码体制,[],两种体制安全性相同,不涉及7.2 两类密码体制的具体实现细节和扩展应用,已理解数据加密模型
673,7.2.1 对称密钥密码体制,4,对称密钥使用同一密钥加密和解密，密钥需安全分发,共享密钥 | DES | AES | 3DES,DES | AES | 对称密钥,[],对称密钥无密钥分发问题,DES密钥长度56位安全,已掌握密码体制分类
674,7.2.2 公钥密码体制,4,公钥密码使用不同密钥加密和解密，公钥公开私钥保密,公钥加密 | 私钥解密 | 数字签名,RSA | 公钥 | 私钥,[],公钥体制比对称密钥安全,不涉及7.2.2 公钥密码体制的具体实现细节和扩展应用,已理解对称密钥体制
675,7.3 数字签名,3,数字签名提供身份认证、完整性和不可否认性服务,发送者签名 | 接收者验证 | 抗抵赖,数字签名 | 签名验证 | 完整性,S=H(M)^d mod n,数字签名可防止抵赖,不涉及7.3 数字签名的具体实现细节和扩展应用,已掌握公钥密码体制
676,7.4 鉴别,3,鉴别是验证通信实体身份的过程，防止身份伪造,报文摘要 | 数字签名 | 身份验证,鉴别 | 报文鉴别 | 实体鉴别,[],鉴别等同于加密,不涉及7.4 鉴别的具体实现细节和扩展应用,已理解数字签名概念
677,7.4.1 报文鉴别,4,报文鉴别验证消息完整性和来源，使用MAC或数字签名,报文摘要 | 散列函数 | 完整性校验,报文鉴别 | 散列函数 | HMAC,[],报文鉴别保证机密性,MAC密钥需安全分发,已掌握鉴别基本概念
678,7.4.2 实体鉴别,4,实体鉴别验证通信方身份，使用一次性Nonce防止重放,身份验证 | 挑战响应协议,实体鉴别 | 身份验证 | 挑战响应,[],实体鉴别可防止篡改,Nonce可重复使用,已理解报文鉴别
679,7.5 密钥分配,3,密钥分配解决安全分发密钥的问题,密钥分发中心 | 数字证书 | 密钥管理,密钥分配 | KDC | 证书,[],密钥分配不影响安全性,KDC存储所有会话密钥,已掌握鉴别技术
680,7.5.1 对称密钥的分配,4,对称密钥通过KDC分发，使用主密钥保护会话密钥,密钥分发中心 | 会话密钥 | 安全分发,对称密钥分配 | KDC | 会话密钥,[],对称密钥无需分发,不涉及7.5.1 对称密钥的分配的具体实现细节和扩展应用,已理解密钥分配概念
681,7.5.2 公钥的分配,4,公钥通过数字证书和CA机构进行认证分配,证书颁发机构 | 公钥证书 | 信任链,公钥分配 | 数字证书 | CA,[],公钥无需安全分发,CA不受信任影响安全,已掌握对称密钥分配
682,7.6 互联网使用的安全协议,3,互联网安全协议在网络各层提供安全保障,网络层安全 | 运输层安全 | 应用层安全,IPSec | SSL/TLS | PGP,[],安全协议仅在应用层,所有安全协议功能相同,已理解密钥分配机制
683,7.6.1 网络层安全协议,4,IPSec在网络层提供安全服务，支持隧道和传输模式,认证头 | 封装安全载荷 | 隧道模式,IPSec | AH | ESP,[],IPSec仅支持IPv4,IPSec不需要密钥管理,已掌握互联网安全协议
684,7.6.2 运输层安全协议,4,SSL/TLS在运输层提供安全服务，保护应用层数据,SSL协议 | TLS协议 | 安全HTTP,SSL | TLS | HTTPS,[],SSL是TLS的升级版,TLS只能加密TCP数据,已理解IPSec协议
685,7.6.3 应用层安全协议,4,PGP和S/MIME等协议为电子邮件提供端到端安全,电子邮件加密 | 邮件签名,PGP | S/MIME | 安全电子邮件,[],PGP是标准化协议,PGP只用于邮件加密,已掌握SSL/TLS协议
686,7.7 系统安全：防火墙与入侵检测,3,防火墙和入侵检测系统是网络安全的重要防御手段,包过滤 | 应用网关 | 入侵检测,防火墙 | 入侵检测 | 网络安全,[],防火墙可防止所有攻击,不涉及7.7 系统安全：防火墙与入侵检测的具体实现细节和扩展应用,已掌握安全协议
687,7.7.1 防火墙,4,防火墙是网络边界安全设备，控制进出网络的数据流,访问控制 | 规则匹配 | 流量过滤,防火墙 | 包过滤 | 状态检测,[],防火墙可防病毒,个人防火墙等同于网络防火墙,已理解系统安全概念
688,7.7.2 入侵检测系统,4,IDS监控网络流量，检测可疑活动并发出警报,入侵检测系统 | 特征检测 | 异常检测,IDS | 入侵检测 | 异常检测,[],IDS可阻止入侵,不涉及7.7.2 入侵检测系统的具体实现细节和扩展应用,已掌握防火墙原理
689,7.8 一些未来的发展方向,3,网络安全技术向量子密码、人工智能安全等方向发展,量子密码 | 区块链安全,未来方向 | 量子加密 | 区块链,[],量子计算已破解现有加密,不涉及7.8 一些未来的发展方向的具体实现细节和扩展应用,已掌握当前安全技术
