node_id,name,level,definition,core_elements,key_terms,formulas,common_mistakes,scope_boundary,prerequisites_desc
499,1.1 计算机网络在信息时代中的作用,3,"计算机网络是信息社会的基础设施，实现全球范围内资源共享和信息传递，支撑互联网+、大数据、云计算等应用","互联网改变生活方式 | 信息高速公路 | 数字化生存 | 网络改变工作模式 | 信息资源共享","互联网 | 信息高速公路 | 数字化","[]","混淆计算机网络与互联网的概念 | 误认为计算机网络仅用于通信","不涉及具体网络协议实现细节","需了解计算机基本操作和信息系统概念"
500,1.2 互联网概述,3,"互联网是由全球大量计算机网络互连而成的覆盖全球的网络集合，其核心是TCP/IP协议族","全球互连的网络 | 使用TCP/IP协议 | 开放的网络架构 | 由边缘部分和核心部分组成","互联网 | ISP | TCP/IP","[]","将互联网等同于万维网(WWW) | 忽略互联网的网络本质","不讨论互联网的具体应用层协议","需掌握计算机网络基本概念"
511,1.6 计算机网络的性能,"计算机网络性能用性能指标和非性能特征两方面衡量，性能指标包括速率、带宽、吞吐量、时延、利用率等","速率 | 带宽 | 吞吐量 | 时延 | 利用率","速率 | 带宽 | 时延 | 利用率","[]","混淆带宽与吞吐量 | 误认为时延仅包含传输时延","不涉及具体网络设备性能参数","需掌握网络基本概念"
512,1.6.1 计算机网络的性能指标,"性能指标包括：速率(数据率/比特率)、带宽(网络通信线路传送数据的能力)、吞吐量(单位时间通过某网络的数据量)、时延(发送时延+传播时延+处理时延+排队时延)、时延带宽积、往返时间RTT、利用率","速率 | 带宽 | 吞吐量 | 四种时延 | 利用率","速率 | 带宽 | 时延 | RTT | 利用率","发送时延=数据帧长度(b)/发送速率(b/s) | 传播时延=信道长度(m)/信号传播速率(m/s) | 总时延=发送时延+传播时延+处理时延+排队时延","混淆发送时延和传播时延的计算 | 忘记处理时延和排队时延 | 单位换算错误(bit与Byte)","不涉及具体网络层协议的时延分析","需理解数据通信基本原理"
513,1.6.2 计算机网络的非性能特征,"非性能特征包括：费用、质量、标准化、可靠性、可扩展性和可管理性等，这些特征虽不直接量化但影响网络设计","费用 | 质量 | 标准化 | 可靠性 | 可扩展性","费用 | 质量 | 可靠性","[]","将非性能特征与性能指标混淆 | 忽略标准化的重要性","不涉及具体性能指标的计算","需掌握网络性能指标概念"
514,1.7 计算机网络体系结构,"网络体系结构是计算机网络各层次及其协议的集合，是网络及其部件所应完成功能的精确定义，采用分层结构实现复杂系统的模块化设计","分层体系结构 | 协议 | 层次划分 | OSI参考模型 | TCP/IP模型","体系结构 | 分层 | 协议","[]","混淆OSI七层模型与TCP/IP四层模型 | 误认为分层越细越好","不涉及具体层次协议实现","需掌握网络基本组成概念"
515,1.7.1 计算机网络体系结构的形成,"网络体系结构从OSI七层模型发展到TCP/IP四层模型，OSI模型理论完整但实现复杂，TCP/IP模型实用性强成为事实标准","OSI参考模型 | TCP/IP模型 | 七层到四层 | 理论与实践","OSI | TCP/IP | 七层模型","[]","认为OSI模型已被完全淘汰 | 误认为TCP/IP是唯一模型","不涉及各层具体协议","需了解网络发展历史"
516,1.7.2 协议与划分层次,"协议是控制两个对等实体进行通信的规则集合，包括语法(格式)、语义(含义)、同步(时序)三个要素，分层将复杂问题简化","协议三要素 | 语法 | 语义 | 同步(时序) | 层次划分","协议 | 语法 | 语义 | 同步","[]","混淆协议三要素 | 误认为层次划分可随意","不涉及具体协议实现","需理解网络体系结构概念"
517,1.7.3 具有五层协议的体系结构,"五层协议体系结构综合OSI和TCP/IP优点：物理层、数据链路层、网络层、传输层、应用层，每层实现特定功能","物理层 | 数据链路层 | 网络层 | 传输层 | 应用层","物理层 | 数据链路层 | 网络层 | 传输层 | 应用层","[]","混淆各层功能 | 误认为每层必须独立实现","不涉及各层具体协议细节","需掌握网络体系结构基本概念"
518,1.7.4 实体、协议、服务和服务访问点,"实体是任何可发送或接收信息的硬件或软件进程，协议是控制对等实体通信的规则，服务是下层为上层提供的功能，SAP是同一系统中相邻层交互的接口","实体 | 协议 | 服务 | 服务访问点SAP | 对等层通信","实体 | 协议 | 服务 | SAP","[]","混淆协议与服务的概念 | 误认为SAP是物理接口","不涉及具体服务实现","需掌握网络分层体系结构"
519,1.7.5 TCP/IP的体系结构,"TCP/IP采用四层模型：网络接口层、网际层(IP)、传输层(TCP/UDP)、应用层，是互联网实际使用的体系结构","网络接口层 | 网际层 | 传输层 | 应用层 | IP | TCP | UDP","TCP/IP | IP | TCP | UDP","[]","混淆TCP/IP四层与OSI七层对应关系 | 误认为TCP/IP只包含TCP","不涉及各层具体协议实现","需掌握网络体系结构基本概念"
520,2 物理层,"物理层是OSI模型最低层，负责在物理媒体上透明传输比特流，解决数据终端设备与通信线路之间的接口问题","比特流传输 | 物理接口 | 传输媒体 | 信号编码","物理层 | 比特流 | 传输媒体","[]","混淆物理层与数据链路层功能 | 误认为物理层涉及数据帧","不涉及数据链路层协议","需掌握计算机网络体系结构基本概念"
521,2.1 物理层的基本概念,"物理层主要解决如何在传输媒体上传输比特流的问题，提供机械、电气、功能和规程四大特性接口","机械特性 | 电气特性 | 功能特性 | 规程特性","机械特性 | 电气特性 | 功能特性 | 规程特性","[]","混淆四大特性的含义 | 误认为物理层仅涉及硬件","不涉及具体传输标准实现","需理解网络分层模型"
522,2.2 数据通信的基础知识,"数据通信系统由源系统、传输系统和目的系统组成，涉及信源、发送器、传输系统、接收器、信宿等基本概念","源系统 | 传输系统 | 目的系统 | 信源 | 信宿","数据通信系统 | 信源 | 信宿","[]","混淆数据通信系统与计算机网络 | 忽略传输系统的重要性","不涉及具体通信协议","需掌握数据通信基本概念"
523,2.2.1 数据通信系统的模型,"数据通信系统模型包括：信源→发送器→传输系统→接收器→信宿，其中信号可分为模拟信号和数字信号","信源 | 发送器 | 传输系统 | 接收器 | 信宿","数据通信模型 | 模拟信号 | 数字信号","[]","混淆模拟信号与数字信号 | 误认为模型仅适用于数字通信","不涉及具体信号处理技术","需理解数据通信系统组成"
524,2.2.2 有关信道的几个基本概念,"信道是向某方向传送信息的媒体，分为单工、半双工和全双工三种通信方式；基带传输与宽带传输是两种信号传输方式","单工通信 | 半双工通信 | 全双工通信 | 基带传输 | 宽带传输","单工 | 半双工 | 全双工 | 基带 | 宽带","[]","混淆半双工与全双工 | 误认为基带传输比宽带传输快","不涉及具体传输编码技术","需理解数据通信基本概念"
525,2.2.3 信道的极限容量,"信道极限容量由奈奎斯特定理(无噪声)和香农定理(有噪声)决定，是信道能无差错传输数据的最大速率","奈奎斯特定理 | 香农定理 | 信道容量 | 码元速率","奈奎斯特 | 香农 | 信道容量","奈奎斯特: C=2W×log2V(b/s) | 香农: C=W×log2(1+S/N)(b/s)","混淆奈奎斯特和香农定理的适用条件 | 忘记带宽W的单位是Hz | 信噪比S/N单位换算错误","不涉及具体调制解调技术","需理解信道和带宽概念"
526,2.3 物理层下面的传输媒体,"传输媒体分为导引型(双绞线、同轴电缆、光纤)和非导引型(无线传输：微波、红外线、激光等)","双绞线 | 同轴电缆 | 光纤 | 无线传输 | 导引型与非导引型","双绞线 | 光纤 | 微波","[]","混淆导引型与非导引型媒体 | 误认为光纤比双绞线便宜","不涉及具体传输介质的制造工艺","需理解物理层基本概念"
527,2.3.1 导引型传输媒体,"导引型媒体包括：双绞线(UTP/STP)、同轴电缆(基带/宽带)、光纤(单模/多模)，各有不同传输特性和应用场景","双绞线 | 同轴电缆 | 光纤 | 单模光纤 | 多模光纤","UTP | STP | 单模 | 多模","[]","混淆单模与多模光纤的应用 | 误认为同轴电缆已完全淘汰","不涉及光纤具体制造技术","需理解传输媒体基本分类"
528,2.3.2 非导引型传输媒体,"非导引型媒体利用空间传播电磁波，包括微波通信、卫星通信、红外通信、蓝牙等无线技术","微波通信 | 卫星通信 | 红外通信 | 蓝牙 | 无线局域网","微波 | 卫星 | 红外","[]","混淆微波通信与卫星通信 | 误认为红外通信传输距离远","不涉及无线通信具体协议","需理解无线传输基本原理"
529,2.4 信道复用技术,"信道复用允许多个用户共享同一信道，提高信道利用率，主要技术包括FDM、TDM、STDM、WDM、CDM等","频分复用 | 时分复用 | 统计时分复用 | 波分复用 | 码分复用","复用 | FDM | TDM | WDM | CDM","[]","混淆各种复用技术的区别 | 误认为TDM比FDM效率高","不涉及具体复用设备实现","需理解信道和带宽概念"
530,2.4.1 频分复用、时分复用和统计时分复用,"频分复用(FDM)将频带分为多个子频带；时分复用(TDM)将时间分为时隙；统计时分复用(STDM)按需分配时隙，提高利用率","频分复用FDM | 时分复用TDM | 统计时分复用STDM | 时隙 | 频带","FDM | TDM | STDM","[]","混淆TDM与STDM的区别 | 误认为FDM不存在串扰","不涉及具体复用器设计","需理解信道复用基本概念"
531,2.4.2 波分复用,"波分复用(WDM)是在光纤上同时传输多个不同波长光信号的技术，密集波分复用(DWDM)可在一根光纤上复用上百个波长","波分复用WDM | 密集波分复用DWDM | 光复用器 | 光分用器","WDM | DWDM","[]","混淆WDM与FDM的区别 | 误认为WDM仅用于光纤","不涉及光器件具体原理","需理解光纤通信基本概念"
532,2.4.3 码分复用,"码分复用(CDM)每个站分配唯一的码片序列，利用码片的正交性实现多用户同时通信，码分多址(CDMA)是其应用","码分复用CDM | 码分多址CDMA | 码片序列 | 正交性","CDM | CDMA | 码片","[]","混淆CDM与CDMA | 误认为码片序列可随意选择","不涉及具体扩频通信技术","需理解信号与编码基本概念"
533,2.5 数字传输系统,"数字传输系统包括PCM编码、T1/E1载波系统、SONET/SDH等，实现数字信号在广域网上的高效传输","PCM编码 | T1载波 | E1载波 | SONET | SDH","PCM | T1 | E1 | SONET | SDH","[]","混淆T1与E1标准 | 误认为PCM仅用于电话","不涉及具体传输设备实现","需理解数字通信基本原理"
534,2.6 宽带接入技术,"宽带接入技术实现用户到互联网的高速连接，主要包括ADSL、HFC、FTTx等技术","ADSL | HFC | FTTx | xDSL | 光纤接入","ADSL | HFC | FTTx","[]","混淆各种宽带接入技术的特点 | 误认为ADSL已完全淘汰","不涉及具体接入设备配置","需理解宽带接入基本概念"
535,2.6.1 ADSL技术,"非对称数字用户线(ADSL)利用电话线提供宽带接入，采用DMT调制技术，上下行速率不对称","非对称 | DMT调制 | 频分复用 | 电话线接入","ADSL | DMT","[]","混淆ADSL与VDSL | 误认为ADSL上下行速率对称","不涉及ADSL具体配置","需理解数字用户线基本概念"
536,2.6.2 光纤同轴混合网（HFC网）,"HFC网在有线电视网基础上改造，采用光纤到服务区+同轴电缆入户的混合结构，支持双向通信","光纤同轴混合 | 有线电视网改造 | 双向通信 | 光纤到服务区","HFC | 光纤 | 同轴电缆","[]","混淆HFC与纯光纤接入 | 误认为HFC仅支持单向通信","不涉及HFC网络具体实现","需理解有线电视网络基本原理"
537,2.6.3 FTTx技术,"FTTx(光纤到...)技术将光纤延伸到用户附近，包括FTTH(到家)、FTTB(到楼)、FTTC(到路边)等，是主流宽带接入方向","FTTH | FTTB | FTTC | 光纤到户 | 光纤到楼","FTTH | FTTB | FTTC","[]","混淆各种FTTx的区别 | 误认为FTTH是最经济的方案","不涉及光纤到户具体安装","需理解光纤接入基本概念"
538,3 数据链路层,"数据链路层在物理层提供的比特流传输基础上，通过差错控制、流量控制等手段，为网络层提供可靠的数据帧传输服务","帧封装 | 差错检测 | 流量控制 | 介质访问控制","数据链路层 | 帧 | MAC","[]","混淆数据链路层与物理层功能 | 误认为数据链路层仅做差错检测","不涉及物理层具体实现","需掌握物理层基本概念"
539,3.1 使用点对点信道的数据链路层,"点对点信道是一对一通信，数据链路层将网络层交来的IP数据报封装成帧，通过差错检测确保可靠传输","帧封装 | 差错检测 | 透明传输 | 点对点协议","帧 | 封装 | 差错检测","[]","混淆点对点与广播信道的区别 | 误认为帧封装仅添加首部","不涉及具体协议实现","需理解数据链路层基本功能"
540,3.1.1 数据链路和帧,"数据链路是物理链路加上必要的通信协议，帧是数据链路层的数据传输单位，由首部、数据部分和尾部组成","数据链路 | 帧 | 帧首部 | 帧尾部 | 数据部分","帧 | 首部 | 尾部","[]","混淆数据链路与物理链路 | 误认为帧没有固定格式","不涉及具体帧格式设计","需理解数据链路层基本概念"
541,3.1.2 三个基本问题,"数据链路层三个基本问题：封装成帧(加首尾标记)、透明传输(转义字符/字节填充)、差错检测(CRC校验)","封装成帧 | 透明传输 | 差错检测 | CRC校验","封装成帧 | 透明传输 | CRC","CRC校验码计算","混淆透明传输与差错检测 | 误认为CRC能纠错","不涉及差错纠正技术","需理解帧传输基本原理"
542,3.2 点对点协议PPP,"PPP协议是点对点信道上最广泛使用的数据链路层协议，支持多种网络层协议，具有差错检测但不纠正错误的功能","PPP协议 | 字节填充 | 差错检测 | 网络控制协议NCP","PPP | NCP | LCP","[]","混淆PPP与HDLC | 误认为PPP提供可靠传输","不涉及PPP协议具体实现","需理解点对点信道基本概念"
543,3.2.1 PPP协议的特点,"PPP协议特点：简单、不纠错不序号、全双工、支持多种网络层协议、可进行身份验证，适用于拨号上网等场景","简单 | 不纠错 | 全双工 | 多协议支持 | 身份验证","PPP | 全双工","[]","误认为PPP提供可靠传输 | 混淆PPP与以太网区别","不涉及PPP具体配置","需理解数据链路层协议特点"
544,3.2.2 PPP协议的帧格式,"PPP帧格式：标志字段(0x7E) | 地址字段(0xFF) | 控制字段(0x03) | 协议字段 | 信息字段 | FCS | 标志字段","标志字段 | 地址字段 | 控制字段 | 协议字段 | FCS","0x7E | FCS","[]","混淆PPP帧与以太网帧 | 误认为地址字段可变","不涉及具体帧处理实现","需理解PPP协议基本结构"
545,3.2.3 PPP协议的工作状态,"PPP工作状态：链路静止→链路建立(LCP)→鉴别→网络层协议配置(NCP)→链路打开→链路终止","LCP | NCP | 鉴别 | 链路建立 | 链路终止","LCP | NCP","[]","混淆LCP与NCP功能 | 误认为PPP始终处于打开状态","不涉及具体状态机实现","需理解PPP协议基本流程"
546,3.3 使用广播信道的数据链路层,"广播信道是一对多通信，多站共享同一信道，需介质访问控制(MAC)解决冲突问题，典型网络是以太网","广播信道 | 介质访问控制 | 冲突 | 以太网","MAC | 冲突 | 以太网","[]","混淆广播信道与点对点信道 | 误认为以太网仅使用广播信道","不涉及具体MAC协议细节","需理解数据链路层基本功能"
547,3.3.1 局域网的数据链路层,"局域网数据链路层分为LLC子层(逻辑链路控制)和MAC子层(介质访问控制)，MAC子层管理信道访问","LLC子层 | MAC子层 | 逻辑链路控制 | 介质访问控制","LLC | MAC","[]","混淆LLC与MAC功能 | 误认为LLC是必须的","不涉及具体LLC协议","需理解局域网基本结构"
548,3.3.2 CSMA/CD协议,"载波监听多点接入/碰撞检测(CSMA/CD)是以太网的核心协议，采用争用型介质访问控制，通过二进制指数退避算法处理冲突","载波监听 | 多点接入 | 碰撞检测 | 二进制指数退避","CSMA/CD | 退避算法","最小帧长=2×传播时延×数据传输速率","混淆CSMA/CD与CSMA/CA | 误认为CSMA/CD用于无线网络","不涉及CSMA/CA协议","需理解广播信道基本概念"
549,3.3.3 使用集线器的星形拓扑,"集线器工作在物理层，采用星形拓扑连接站点，但逻辑上仍为总线型网络，所有端口共享带宽","集线器 | 星形拓扑 | 物理层设备 | 共享带宽","集线器 | 星形拓扑","[]","混淆集线器与交换机 | 误认为星形拓扑逻辑上也是星形","不涉及交换机工作原理","需理解网络拓扑基本概念"
550,3.3.4 以太网的信道利用率,"以太网信道利用率与帧长和网络跨距有关，提高利用率需增大帧长或减小网络跨距，理想情况下可达100%","信道利用率 | 帧长 | 网络跨距 | 传播时延","利用率 | 帧长","a=传播时延/发送时延","混淆信道利用率与吞吐量 | 忽略传播时延的影响","不涉及具体网络优化方法","需理解CSMA/CD协议原理"
551,3.3.5 以太网的MAC层,"MAC层负责MAC帧格式定义和MAC地址管理，以太网MAC帧包含目的地址、源地址、类型字段、数据和FCS","MAC帧 | MAC地址 | 目的地址 | 源地址 | 类型字段","MAC帧 | MAC地址","[]","混淆MAC地址与IP地址 | 误认为MAC地址可改变","不涉及MAC层具体实现","需理解局域网基本结构"
552,3.4 扩展的以太网,"以太网扩展包括物理层扩展(集线器级联)和数据链路层扩展(网桥/交换机)，虚拟局域网(VLAN)逻辑上划分广播域","物理层扩展 | 数据链路层扩展 | 网桥 | 交换机 | VLAN","网桥 | 交换机 | VLAN","[]","混淆物理层与数据链路层扩展 | 误认为VLAN隔离广播域","不涉及具体VLAN配置","需理解以太网基本结构"
553,3.4.1 在物理层扩展以太网,"物理层扩展使用集线器级联多个以太网段，扩展网络覆盖范围和站点数量，但会增加冲突域大小","集线器级联 | 冲突域扩大 | 网络扩展","集线器 | 冲突域","[]","误认为集线器能隔离冲突域 | 混淆冲突域与广播域","不涉及集线器具体配置","需理解以太网基本结构"
554,3.4.2 在数据链路层扩展以太网,"网桥/交换机根据MAC地址转发帧，隔离冲突域但不隔离广播域，自学习算法建立转发表","网桥 | 交换机 | 转发表 | 自学习算法 | 冲突域隔离","网桥 | 交换机 | 转发","[]","混淆网桥与交换机 | 误认为交换机能隔离广播域","不涉及交换机具体实现","需理解以太网基本结构"
555,3.4.3 虚拟局域网,"虚拟局域网(VLAN)将物理局域网逻辑划分为多个广播域，通过交换机端口或MAC地址划分，隔离广播风暴","VLAN | 广播域 | 逻辑划分 | 端口划分","VLAN | 广播域","[]","混淆VLAN与物理局域网 | 误认为VLAN可跨交换机","不涉及VLAN具体配置","需理解交换机工作原理"
556,3.5 高速以太网,"高速以太网包括100BASE-T、吉比特以太网、10吉比特以太网等，保持以太网帧格式不变，实现平滑升级","100BASE-T | 吉比特以太网 | 10GE | 全双工","100BASE-T | 吉比特 | 10GE","[]","混淆各种高速以太网标准 | 误认为高速以太网改变了帧格式","不涉及具体设备配置","需理解以太网基本结构"
557,3.5.1 100BASE-T以太网,"快速以太网(100BASE-T)在保持以太网帧格式基础上将速率提高到100Mbps，支持全双工和半双工模式","100BASE-TX | 100BASE-FX | 全双工 | 半双工","100BASE-T","[]","混淆100BASE-T与10BASE-T | 误认为100BASE-T仅支持半双工","不涉及具体设备配置","需理解以太网基本原理"
558,3.5.2 吉比特以太网,"吉比特以太网(1000BASE-T等)提供1Gbps速率，支持全双工和半双工，采用载波延伸和分组突发技术提高效率","1000BASE-T | 1000BASE-X | 载波延伸 | 分组突发","吉比特 | 1000BASE","[]","混淆吉比特与快速以太网 | 误认为吉比特以太网仅用于光纤","不涉及具体设备配置","需理解高速以太网发展"
559,3.5.3 10吉比特以太网(10GE)和更快的以太网,"10GE提供10Gbps速率，仅支持全双工，无CSMA/CD，采用光纤或双绞线，40GE/100GE向更高速率发展","10GE | 40GE | 100GE | 全双工 | 无CSMA/CD","10GE | 40GE | 100GE","[]","误认为10GE仍使用CSMA/CD | 混淆10GE与万兆无线","不涉及具体设备配置","需理解高速以太网技术"
560,3.5.4 使用以太网进行宽带接入,"以太网可用于宽带接入，通过PPPoE在以太网上建立PPP连接，实现用户认证和计费","PPPoE | 宽带接入 | 用户认证 | 计费","PPPoE","[]","混淆PPPoE与传统PPP | 误认为以太网接入无需认证","不涉及具体接入配置","需理解以太网和PPP基本原理"
