node_id,name,level,definition,core_elements,key_terms,formulas,common_mistakes,scope_boundary,prerequisites_desc
171,无穷小,4,极限为零的变量称为无穷小，是极限理论的核心概念,无穷小阶的比较 | 等价无穷小 | 高阶低阶 | 同阶 | 无穷小替换定理,无穷小 | 等价无穷小 | 高阶 | 低阶 | 同阶,lim α(x)/β(x)=0(α是β的高阶) | lim α(x)/β(x)=c≠0(同阶) | α~β(等价),等价无穷小替换条件使用不当 | 仅在乘除中可替换而在加减中不可 | 无穷小阶的判断计算错误,不涉及无穷小量阶的一般理论,需掌握极限定义与运算法则
172,无穷大,4,在自变量变化过程中绝对值无限增大的变量,无穷大的严格定义 | 无穷大与无穷小倒数关系 | 发散到无穷 | 无界与无穷大的区别,无穷大 | 正无穷大 | 负无穷大 | 无界,lim f(x)=∞ ⟺ ∀M>0 ∃δ>0 s.t. 0<|x-x₀|<δ→|f(x)|>M,将无穷大与无界混同 | 无穷大不是数不能参与运算 | 发散到无穷与极限不存在混淆,不涉及复变函数中的无穷远点,需掌握极限定义
173,1.5 极限运算法则,3,极限的四则运算法则及复合函数极限运算法则,和差积商的极限 | 复合函数极限 | 极限的线性性质 | 因子分解,极限法则 | 四则运算 | 复合运算,lim(f±g)=lim f±lim g | lim(f·g)=lim f·lim g | lim(f/g)=lim f/lim g (lim g≠0),在极限不存在时使用运算法则 | 未定式直接代入计算 | 忘记检查分母极限不为零,不涉及更一般的极限运算规则,需掌握极限定义与无穷小性质
174,1.6 极限存在准则 两个重要极限,3,单调有界准则与夹逼准则是判定极限存在的基本准则，两个重要极限是基础,单调有界准则 | 夹逼准则 | 重要极限I | 重要极限II,夹逼准则 | 单调有界 | 重要极限,lim(x→0)sinx/x=1 | lim(x→∞)(1+1/x)ˣ=e,重要极限应用条件判断错误 | 夹逼准则使用时放缩不当 | 混淆两个重要极限的适用范围,不涉及其他特殊函数极限,需掌握极限运算法则与无穷小概念
175,1.7 无穷小的比较,3,根据无穷小之比的极限来比较无穷小趋于零的快慢程度,高阶无穷小 | 低阶无穷小 | 同阶无穷小 | 等价无穷小 | 无穷小的阶,等价无穷小 | 高阶 | 低阶 | 同阶 | 阶,lim α/β=0(α比β高阶) | lim α/β=c≠0(同阶) | α~β(等价),等价无穷小替换使用条件错误 | 加减中不能替换而乘除中可以 | 无穷小阶数计算不准确,不涉及无穷小量的一般阶理论,需掌握极限与无穷小概念
176,1.8 函数的连续性与间断点,3,函数连续的ε-δ定义及间断点的分类方法,连续函数定义 | 左连续 | 右连续 | 间断点分类 | 第一类间断点 | 第二类间断点,连续 | 间断点 | 可去间断点 | 跳跃间断点 | 无穷间断点,lim(x→x₀)f(x)=f(x₀) | 第一类间断点左右极限都存在 | 第二类间断点至少一个不存在,连续定义使用不当 | 间断点分类判断错误 | 混淆函数连续与极限存在,不涉及更一般的拓扑连续性,需掌握极限定义与函数性质
177,函数的连续性,4,若函数在点x₀处极限值等于函数值则称函数在该点连续,ε-δ连续定义 | 左连续 | 右连续 | 连续函数性质,连续 | 左连续 | 右连续 | 连续函数,lim(x→x₀)f(x)=f(x₀) | f(x₀⁻)=f(x₀)=f(x₀⁺),连续定义与极限定义混淆 | 忽略函数在该点有定义的条件 | 左右连续判断错误,不涉及一致连续性的判定；不涉及间断点的分类,需掌握函数极限概念
178,函数的间断点,4,函数不连续的点称为间断点，分为第一类和第二类,可去间断点 | 跳跃间断点 | 无穷间断点 | 振荡间断点 | 间断点判定方法,间断点 | 可去间断点 | 跳跃间断点 | 无穷间断点,第一类：左右极限都存在 | 第二类：至少一个不存在 | 可去间断点可通过重新定义函数值使其连续,间断点分类标准记错 | 混淆可去间断点与连续点 | 振荡间断点误判为连续,不涉及更复杂的间断类型,需掌握函数连续性定义
179,1.9 连续函数的运算与初等函数的连续性,3,连续函数经四则运算复合运算后仍连续，初等函数在其定义区间上连续,和差积商连续性 | 复合函数连续性 | 反函数连续性 | 初等函数连续性,连续运算 | 复合函数 | 反函数 | 初等函数,连续函数的和差积商仍连续 | 连续函数的复合仍连续 | 初等函数在其定义区间上连续,在间断点处误用连续性结论 | 忽略定义区间的限制 | 复合函数连续性条件不满足,不涉及一致连续性理论,需掌握函数连续性与极限运算法则
180,连续函数的和差积商的连续性,4,有限个连续函数的和差积商在公共定义域上仍连续,和的连续性 | 差的连续性 | 积的连续性 | 商的连续性(分母不为零),四则运算 | 公共定义域,若f和g在x₀连续则f±g和f·g在x₀连续 | (f/g)(x₀)=f(x₀)/g(x₀)（g(x₀)≠0）,商运算时忘记分母不为零的条件 | 无穷多个函数和的连续性误用有限情形,不涉及无穷级数的连续性,需掌握函数连续性定义
181,反函数与复合函数的连续性,4,连续函数的反函数和复合函数在相应条件下仍连续,反函数存在条件 | 复合函数连续性 | 单调函数反函数连续性,反函数 | 复合函数 | 单调性,若y=f(x)单调连续则x=f⁻¹(y)也连续 | 若u=g(x)连续y=f(u)连续则y=f(g(x))连续,反函数连续性使用条件错误 | 复合函数连续性内外函数条件混淆,不涉及一般拓扑中的连续映射,需掌握反函数概念与连续性定义
182,初等函数的连续性,4,基本初等函数在其定义域上连续，由它们经有限次四则运算与复合得到的初等函数在定义区间上连续,基本初等函数连续性 | 定义区间 | 初等函数判定,初等函数 | 定义区间,初等函数在其定义区间上连续 | 极限计算可直接代入(连续点),混淆定义域与定义区间 | 在定义域端点处误用连续性 | 忽略定义区间要求,不涉及更一般的连续函数类,需掌握基本初等函数与复合函数概念
183,1.10 闭区间上连续函数的性质,3,闭区间上连续函数具有有界性最值性零点存在性与介值性等重要性质,有界性定理 | 最值定理 | 零点定理 | 介值定理,有界性 | 最值定理 | 零点定理 | 介值定理 | 不动点定理,闭区间连续函数必有界 | 必有最大值最小值 | 若f(a)f(b)<0则存在ξ使f(ξ)=0,定理条件(闭区间连续)不满足而误用结论 | 零点定理与介值定理混淆 | 最值定理在开区间不成立,不涉及更一般的紧致集上连续函数性质,需掌握函数连续性定义
184,有界性与最大值最小值定理,4,闭区间上的连续函数在该区间上有界且一定能取到最大值和最小值,有界性 | 最大值 | 最小值 | 闭区间条件 | 连续条件,有界性定理 | 最值定理,闭区间连续函数有界 | 闭区间连续函数存在最大值最小值M和m,开区间连续函数误认为有界 | 未闭区间或不连续时误用定理 | 忽略闭区间条件,不涉及更一般的紧致空间性质,需掌握函数连续性定义
185,零点定理与介值定理,4,闭区间连续函数在端点值异号时必有零点，可取到两端点值之间的任意值,零点存在性 | 介值性 | 端点值异号 | 中间值,零点定理 | 介值定理 | 不动点定理,若f(a)f(b)<0则∃ξ∈(a,b)使f(ξ)=0 | 若m≤c≤M则∃ξ∈[a,不涉及介值定理的证明；不涉及函数零点的求解方法,零点定理条件端点值异号使用不当 | 介值定理中c的范围判断错误 | 在非闭区间或不连续时误用
187,2.1 导数概念,3,描述函数相对于自变量变化快慢的数学工具，是微分学的基本概念,导数定义 | 变化率 | 切线斜率 | 可导性,导数 | 可导 | 变化率 | 瞬时速度,f'(x₀)=lim(Δx→0)[f(x₀+Δx)-f(x₀)]/Δx,导数定义式形式记错 | 混淆导数与微分概念 | 在不可导点误用求导法则,不涉及偏导数与高阶导数应用,需掌握极限概念与函数连续性
188,引例,4,通过变速直线运动求瞬时速度和曲线切线斜率引入导数概念,瞬时速度 | 切线斜率 | 变化率思想 | 极限过程,瞬时速度 | 切线 | 极限,v=lim(Δt→0)Δs/Δt | k=lim(Δx→0)Δy/Δx,瞬时速度与平均速度混淆 | 切线斜率计算中Δx趋近方式不当,不涉及更一般的导数应用,需掌握极限与函数概念
189,导数的定义,4,函数增量与自变量增量之比当自变量增量趋于零时的极限，若极限存在则称函数可导,差商形式 | 导数定义式 | 左导数 | 右导数 | 可导条件,f'(x₀)=lim(Δx→0)Δy/Δx | f'₋(x₀) | f'₊(x₀),导数定义式变形错误 | 左右导数相等是可导的充要条件 | 函数可导必连续但连续不一定可导,不涉及导数的几何与物理意义,不涉及导数的计算法则；不涉及高阶导数,
190,导数的几何意义,4,函数y=f(x)在点x₀处的导数f'(x₀)等于曲线在该点切线的斜率,切线方程 | 法线方程 | 切线斜率 | 几何直观,切线 | 法线 | 切线方程,切线方程y-y₀=f'(x₀)(x-x₀) | 法线方程y-y₀=-1/f'(x₀)(x-x₀),在导数不存在点求切线 | 法线方程斜率写错 | 混淆切线与割线,不涉及更一般的曲线论,需掌握导数定义
191,函数可导性与连续性的关系,4,函数可导必连续但连续不一定可导，这是重要的充分非必要关系,可导⇒连续 | 连续⇏可导 | 可导性判定 | 不可导实例,可导 | 连续 | 充分条件 | 必要条件,f可导⟹f连续 | f连续⟹f不一定可导（如|x|在0点）,将可导与连续等同 | 忽略连续不可导的反例 | 对充分必要条件判断错误,不涉及更一般的可微性,需掌握导数定义与连续性定义
192,2.2 函数的求导法则,3,四则运算求导、反函数求导和复合函数求导的基本法则,和差积商求导 | 反函数求导 | 链式法则 | 基本求导公式,求导法则 | 链式法则 | 反函数求导,(f±g)'=f'±g' | (fg)'=f'g+fg' | (f/g)'=(f'g-fg')/g² | [f(g(x))]'=f'(g(x))·g'(x),四则运算求导公式记错 | 链式法则层数遗漏 | 反函数求导公式使用不当,不涉及隐函数与参数方程求导,需掌握基本导数公式
193,函数的和差积商的求导法则,4,有限个函数和差积商的求导公式及其组合应用,和的导数 | 差的导数 | 积的导数 | 商的导数 | 线性性,(f±g)'=f'±g' | (cf)'=cf' | (fg)'=f'g+fg' | (f/g)'=(f'g-fg')/g²,积的导数误记为f'g' | 商的导数分子分母记反 | 忽略常数因子,不涉及无穷级数求导,不涉及函数的和差积商的求导法则的具体实现细节和扩展应用,
194,反函数的求导法则,4,若y=f(x)单调可导且f'(x)≠0则其反函数x=f⁻¹(y)也可导且导数互为倒数,反函数存在条件 | 导数倒数关系 | 单调性条件 | 反函数导数公式,反函数求导 | 倒数关系,[f⁻¹]'(y)=1/f'(x)（其中y=f(x)）,反函数求导公式分子分母颠倒 | 未验证单调性或导数不为零条件 | 反函数导数与原函数导数混淆,不涉及反函数的求导法则的具体实现细节和扩展应用,需掌握反函数概念与导数定义
195,复合函数的求导法则,4,复合函数导数等于外函数导数乘以内函数导数的链式法则,链式法则 | 中间变量 | 多层复合 | 链式法则应用,链式法则 | 复合函数求导,y=f(u),u=g(x)⟹dy/dx=f'(u)·g'(x),链式法则层数遗漏 | 内外函数导数相乘顺序记错 | 多层复合时中间变量代换不彻底,不涉及多元复合函数求导
196,基本求导法则与导数公式,4,常用初等函数的导数公式表及求导的基本法则汇总,幂函数导数 | 指数函数导数 | 对数函数导数 | 三角函数导数 | 反三角函数导数,导数公式表 | 幂函数 | 指数函数 | 对数函数 | 三角函数,(xⁿ)'=nxⁿ⁻¹ | (eˣ)'=eˣ | (lnx)'=1/x | (sinx)'=cosx,导数公式记忆错误 | 复合函数求导与基本公式混淆 | 反三角函数导数符号错误,不涉及更复杂的特殊函数导数,需掌握极限与导数定义
197,2.3 高阶导数,3,函数的导数若仍可导则其导数称为二阶导数，依此类推可定义n阶导数,二阶导数 | n阶导数 | 高阶导数公式 | 莱布尼茨公式 | 高阶导数应用,高阶导数 | n阶导数 | 莱布尼茨公式,f''(x) | f⁽ⁿ⁾(x) | (uv)⁽ⁿ⁾=ΣCₙᵏu⁽ᵏ⁾v⁽ⁿ⁻ᵏ⁾,高阶导数计算中链式法则应用错误 | 莱布尼茨公式组合系数记错 | 归纳法求高阶导数时基础步骤出错,不涉及2.3 高阶导数的具体实现细节和扩展应用,需掌握导数运算法则与数学归纳法
198,2.4 隐函数及由参数方程所确定的函数的导数 相关变化率,3,隐函数求导法、参数方程求导法和相关变化率问题的基本方法,隐函数求导 | 参数方程求导 | 相关变化率 | 隐函数存在条件,隐函数 | 参数方程 | 相关变化率,隐函数两边对x求导 | 参数方程dy/dx=(dy/dt)/(dx/dt) | 相关变化率建立联系方程,隐函数求导时忘记y是x的函数 | 参数方程求导计算错误 | 相关变化率问题建立方程不当,不涉及隐函数存在定理的严格证明,需掌握导数定义与链式法则
199,隐函数的导数,4,"对方程F(x,y)=0两边关于x求导，将y视为x的函数，解出y对x的导数。隐函数求导的关键是正确应用链式法则。",隐函数求导 | 链式法则 | 方程两边求导,隐函数求导法 | 隐函数导数 | 隐函数存在条件,隐函数 | 隐函数求导,F(x,y)=0⟹dy/dx=-Fₓ/Fᵧ,求导时忘记y是x的函数 | 分母为零的情况未讨论 | 隐函数存在条件不验证
200,由参数方程所确定的函数的导数,4,参数方程x=φ(t) y=ψ(t)确定的函数导数为dy/dx=(dy/dt)/(dx/dt),参数方程 | 消参 | 参数导数 | 二阶导数,参数方程 | 消参法,dy/dx=ψ'(t)/φ'(t) | d²y/dx²=[ψ''(t)φ'(t)-ψ'(t)φ''(t)]/[φ'(t)]³,一阶导数计算正确但二阶导数公式用错 | 未对dx/dt≠0进行验证 | 参数方程消参方法不当,不涉及更一般的参数曲线论,需掌握导数运算法则
201,相关变化率,4,两个或多个相关变化的量之间通过某个关系式建立联系并求其变化率,变化率 | 关系式建立 | 相关变化率问题,变化率 | 关系式,若x和y相关则dx/dt与dy/dt通过关系式联系,建立关系式时遗漏变量 | 对时间t求导时计算错误 | 未正确识别相关变量,不涉及更一般的变化率理论,需掌握导数定义与链式法则
202,2.5 函数的微分,3,函数的微分是函数增量的线性主部，用于近似计算和误差估计,微分定义 | 微分几何意义 | 微分公式 | 微分运算法则 | 近似计算,微分 | 线性主部 | 近似计算,dy=f'(x)Δx | Δy≈dy | f(x₀+Δx)≈f(x₀)+f'(x₀)Δx,微分与导数概念混淆 | 近似计算中误差估计错误 | 微分公式与导数公式混淆,不涉及高阶微分与微分方程,需掌握导数定义与线性近似思想
203,微分的定义,4,若函数增量可表示为Δy=AΔx+o(Δx)则称函数可微且微分dy=AΔx,微分定义 | 线性主部 | 高阶无穷小 | 可微条件,微分 | 线性主部 | 高阶无穷小,dy=f'(x)dx | Δy=dy+o(Δx),将微分与增量混淆 | 忽略o(Δx)项 | 可微与可导关系判断错误,不涉及微分的定义的具体实现细节和扩展应用,需掌握导数定义与极限概念
204,微分的几何意义,4,微分dy是曲线切线纵坐标的增量，用于近似代替函数增量,切线近似 | 纵坐标增量 | 几何直观 | 近似代替,微分几何 | 切线近似,dy=f'(x₀)Δx（切线上纵坐标增量） | Δy≈dy（曲线上纵坐标增量）,微分几何意义理解错误 | 切线与曲线增量混淆 | 近似计算中符号错误,不涉及更一般的几何应用,需掌握导数几何意义
205,基本初等函数的微分公式与微分运算法则,4,基本初等函数的微分公式及四则运算微分法则,幂函数微分 | 指数函数微分 | 对数函数微分 | 三角函数微分 | 微分四则运算,微分公式表 | 微分运算法则,d(xⁿ)=nxⁿ⁻¹dx | d(eˣ)=eˣdx | d(sinx)=cosxdx | d(f±g)=df±dg,微分公式与导数公式混淆 | 微分运算中常数处理错误 | 复合函数微分法则应用不当,不涉及基本初等函数的微分公式与微分运算法则的具体实现细节和扩展应用,需掌握导数公式与微分定义
206,微分在近似计算中的应用,4,利用微分进行函数值近似计算和误差估计,函数值近似 | 误差估计 | 线性近似 | 相对误差,近似计算 | 误差估计,f(x₀+Δx)≈f(x₀)+f'(x₀)Δx | Δy≈dy | 绝对误差与相对误差,近似计算公式用错 | 误差估计中绝对误差与相对误差混淆 | 近似计算精度与Δx大小关系不清,不涉及更高级的近似方法,需掌握微分定义与导数计算
207,3 微分中值定理与导数的应用,2,微分中值定理是联系函数与其导数的桥梁，导数可用于研究函数性质,罗尔定理 | 拉格朗日中值定理 | 柯西中值定理 | 洛必达法则 | 泰勒公式 | 导数应用,中值定理 | 洛必达 | 泰勒公式 | 极值 | 最值,微分中值定理提供了导数与函数增量的关系 | 洛必达法则用于未定式极限 | 泰勒公式用于函数逼近,不涉及多元函数中值定理与高阶导数应用,不涉及3 微分中值定理与导数的应用的具体实现细节和扩展应用,
208,3.1 微分中值定理,3,三个中值定理(罗尔 | 拉格朗日 | 柯西)是导数应用的理论基础,罗尔定理条件 | 拉格朗日中值定理 | 柯西中值定理 | 中值ξ的存在性,中值定理 | ξ | 拉格朗日 | 柯西,f(b)-f(a)=f'(ξ)(b-a) | [f(b)-f(a)]/[g(b)-g(a)]=f'(ξ)/g'(ξ),定理条件不满足而误用结论 | 中值ξ的范围判断错误 | 柯西中值定理分母函数使用不当,不涉及3.1 微分中值定理的具体实现细节和扩展应用,需掌握函数连续性与可导性概念
209,罗尔定理,4,"若函数f(x)在闭区间[a,b]上连续，在开区间(a,b)内可导，且f(a)=f(b)，则至少存在一点ξ∈(a,b)使得f'(ξ)=0。罗尔定理是拉格朗日中值定理的特殊情况。",闭区间连续 | 开区间可导 | 端点值相等,b)可导且f(a)=f(b)则存在ξ∈(a,b)使f'(ξ)=0,闭区间连续 | 开区间可导 | 端点值相等 | 导数为零点,罗尔定理 | 驻点 | 费马引理,若f满足条件则∃ξ∈(a
210,拉格朗日中值定理,4,"若函数f(x)在闭区间[a,b]上连续，在开区间(a,b)内可导，则至少存在一点ξ∈(a,b)使得f(b)-f(a)=f'(ξ)(b-a)。拉格朗日中值定理建立了函数增量与导数之间的联系。",闭区间连续 | 开区间可导 | 拉格朗日中值,b)可导则存在ξ∈(a,b)使f(b)-f(a)=f'(ξ)(b-a),闭区间连续 | 开区间可导 | 中值ξ | 增量公式,拉格朗日定理 | 中值公式,f(b)-f(a)=f'(ξ)(b-a) | Δy=f'(ξ)Δx
211,柯西中值定理,4,"若函数f(x)和g(x)在闭区间[a,b]上连续，在开区间(a,b)内可导，且g'(x)≠0，则至少存在一点ξ∈(a,b)使得[f(b)-f(a)]/[g(b)-g(a)]=f'(ξ)/g'(ξ)。",两个函数 | 柯西中值 | 导数之比,b)可导且g'不为零则存在ξ使[f(b)-f(a)]/[g(b)-g(a)]=f'(ξ)/g'(ξ),闭区间连续 | 开区间可导 | g'≠0 | 中值ξ,柯西定理 | 中值公式,[f(b)-f(a)]/[g(b)-g(a)]=f'(ξ)/g'(ξ),g'(x)=0的条件不验证 | ξ的范围判断错误 | 分母函数g使用不当
212,3.2 洛必达法则,3,处理0/0和∞/∞型未定式极限的重要方法，通过分子分母分别求导来求极限,0/0型 | ∞/∞型 | 洛必达法则条件 | 反复使用 | 其他未定式转化,洛必达 | 未定式 | 0/0 | ∞/∞,lim f/g=lim f'/g'（若右边极限存在）,洛必达法则条件不满足而使用 | 每次使用前未验证是否为未定式 | 其他未定式未转化为0/0或∞/∞型,不涉及更一般的未定式极限,需掌握导数计算与极限概念
213,3.3 泰勒公式,3,用多项式逼近函数的方法，是函数局部性质研究的重要工具,泰勒展开 | 麦克劳林公式 | 余项 | 逼近,泰勒公式 | 麦克劳林 | 余项 | 逼近,f(x)=Σf⁽ᵏ⁾(0)/k!·xᵏ+Rₙ(x),泰勒展开公式记错 | 余项形式选择不当 | 展开点与阶数确定错误,不涉及更一般的逼近理论,需掌握高阶导数概念
214,3.4 函数的单调性与曲线的凹凸性,3,利用一阶导数判定函数单调性、二阶导数判定曲线凹凸性的方法,单调性判定 | 凹凸性 | 拐点 | 二阶导数符号,单调性 | 凹凸性 | 拐点 | 驻点,f'>0⟹单调递增 | f'<0⟹单调递减 | f''>0⟹凹 | f''<0⟹凸,导数符号判断错误 | 凹凸性与单调性混淆 | 拐点处二阶导数不一定为零,不涉及更一般的曲线论,需掌握导数概念
215,函数单调性的判定法,4,利用一阶导数的正负号判定函数在区间上的单调性,一阶导数符号 | 单调递增 | 单调递减 | 驻点,单调性 | 判定法,f'(x)>0在区间I上⟹f在I上单调递增 | f'(x)<0在区间I上⟹f在I上单调递减,导数正负号判断错误 | 个别点导数为零不影响单调性 | 未考虑区间端点,不涉及更一般的单调性理论,需掌握导数定义
216,曲线的凹凸性与拐点,4,利用二阶导数的正负号判定曲线凹凸性及拐点的求法,二阶导数 | 凹凸性 | 拐点 | 二阶导数变号,凹凸性 | 拐点,f''(x)>0⟹曲线凹 | f''(x)<0⟹曲线凸 | 拐点处f''(x)=0或不存在,凹凸性与凸凹性定义混淆 | 拐点判断仅看二阶导数为零 | 忽略二阶导数不存在的点,不涉及更一般的曲线论,需掌握二阶导数概念
217,3.5 函数的极值与最大值最小值,3,函数极值的定义、判定方法及闭区间上最值的求法,极值定义 | 驻点 | 一阶导数判定法 | 二阶导数判定法 | 最值问题,极值 | 驻点 | 最值 | 极值点,极大值 | 极小值 | f'(x₀)=0(必要条件) | 第一充分条件 | 第二充分条件,极值与最值混淆 | 驻点不一定是极值点 | 极值判定条件使用不当,不涉及更一般的优化理论,需掌握导数概念与单调性判定
218,函数的极值及其求法,4,函数在某点邻域内的最大值或最小值称为极值，有判定极值的充分条件,极值定义 | 驻点 | 第一充分条件 | 第二充分条件 | 不可导点,极值 | 驻点 | 第一充分条件 | 第二充分条件,f'(x₀)=0(极值必要条件) | 第一充分条件：导数变号 | 第二充分条件：f''(x₀)≠0,将驻点直接作为极值点 | 第一充分条件与第二充分条件混淆 | 不可导点处极值判断遗漏,不涉及更一般的优化理论,需掌握导数概念
219,最大值最小值问题,4,闭区间上连续函数最值的求法及实际应用问题的最值建模,最值求法 | 闭区间连续 | 驻点比较 | 端点比较 | 实际问题建模,最值 | 最大值 | 最小值 | 应用题,比较驻点值与端点值取最大最小 | 实际问题中定义域确定不当 | 未验证实际问题中极值的存在性,不涉及更一般的最优化方法,不涉及最大值最小值问题的具体实现细节和扩展应用,
220,3.6 函数图形的描绘,3,综合运用函数性质 | 导数信息和渐近线来描绘函数图像的方法,函数性质分析 | 渐近线 | 单调性 | 凹凸性 | 极值点 | 拐点,图像描绘 | 渐近线 | 单调区间 | 凹凸区间,垂直渐近线 x=a(lim f=∞) | 水平渐近线 y=L(lim f=L) | 斜渐近线 y=ax+b,渐近线求法错误 | 函数性质分析不全面 | 图像绘制与分析信息不一致,不涉及更一般的曲线论,需掌握导数应用与函数性质
221,3.7 曲率,3,描述曲线弯曲程度的量，是导数在几何中的重要应用,曲率定义 | 曲率公式 | 曲率半径 | 曲率圆 | 弧微分,曲率 | 曲率半径 | 曲率圆 | 弧微分,k=|y''|/(1+y'²)^(3/2) | R=1/k（曲率半径）,曲率公式记错 | 曲率半径与曲率关系混淆 | 忽略绝对值符号,不涉及更一般的微分几何,需掌握二阶导数概念
222,弧微分,4,曲线弧长微分的表达式是曲率计算的基础，ds=√(1+y'²)dx,弧微分定义 | 弧长微分 | 弧微分公式,弧微分 | 弧长,ds=√(1+(dy/dx)²)dx | 对参数方程：ds=√(φ'²+ψ'²)dt,弧微分公式记错 | 参数方程形式处理不当 | 弧微分与微分概念混淆,不涉及弧长的积分计算,需掌握导数与微分概念
223,曲率及其计算公式,4,曲率是度量曲线弯曲程度的量，等于切线转角对弧长的变化率,曲率定义 | 曲率公式 | 导数与曲率关系,曲率 | 切线转角,k=|dα/ds|=|y''|/(1+y'²)^(3/2),曲率公式中绝对值遗漏 | 分母指数计算错误 | 曲率与弯曲程度关系理解不当,不涉及高维曲面的曲率,需掌握弧微分与导数概念
