id,node_id,node_name,subject_name,qtype,difficulty,points,ladder_steps,correct_answer,question,options,explanation,generated_by
42,4,实数及其性质,数学分析,single_choice,2,1,4,2,下列实数中，属于无理数的是（　　）,A. 0.333… | B. √4 | C. π/2 | D. 22/7,无理数是无限不循环小数。π/2含π，是无理数；0.333…是循环小数，√4=2，22/7是分数，均为有理数。,ai
43,7,区间与邻域,数学分析,single_choice,2,1,4,0,设集合A={x|1<x<3}，则A的邻域半径r=1的邻域表示为？,"A. (0,4) | B. (1,3) | C. (0,2) | D. (2,4)","邻域N(A,r)定义为所有到A的距离小于r的点集，即(1-1,3+1)=(0,4)。",ai
44,7,区间与邻域,数学分析,single_choice,2,1,4,0,设集合A={x|1<x<5}，B={x|x≤2或x≥4}，则A∩B等于（　　）,"A. (1,2]∪[4,5) | B. [1,2]∪[4,5] | C. (1,2)∪(4,5) | D. [1,2)∪(4,5]","A∩B即A中满足x≤2或x≥4的部分，得(1,2]∪[4,5)，故选A。",ai
45,7,区间与邻域,数学分析,single_choice,2,1,4,0,设集合A={x|-1<x<3}，则A的邻域半径r=1时，点x=1的邻域是？,"A. (0,2) | B. (-1,3) | C. (1,2) | D. (0,3)","点1的r邻域为(1-1,1+1)=(0,2)，故选A。",ai
46,7,区间与邻域,数学分析,single_choice,2,1,4,2,设集合A={x|1≤x≤5}，则A的邻域表示为（ ）,"A. (1,5) | B. [1,5] | C. (0,6) | D. [0,6]","邻域通常指包含该集合的开放区间，A=[1,5]，其邻域可取(0,6)，即包含A的开区间。",ai
47,7,区间与邻域,数学分析,single_choice,2,1,4,1,设集合A={x|1≤x≤5}，集合B={x|3<x<7}，则A∩B等于（ ）,A. {x|1≤x<7} | B. {x|3<x≤5} | C. {x|3≤x≤5} | D. {x|1≤x≤3},"A∩B取两集合公共部分，A为[1,5]，B为(3,7)，交集为(3,5]，即{x|3<x≤5}。",ai
48,7,区间与邻域,数学分析,single_choice,2,1,4,1,设集合A={x|-1<x<3}，则A的邻域半径r=2对应的邻域中心为（ ）,A. x=0 | B. x=1 | C. x=2 | D. x=3,"区间(-1,3)的中心为(-1+3)/2=1，邻域半径r=2，即(1-2,1+2)=(-1,3)，故中心为x=1。",ai
49,6,1.2 数集·确界原理,数学分析,single_choice,2,1,4,0,"设集合A={x|x∈Q, x²<2}，则A在实数集R中的上确界为（ ）",A. √2 | B. 2 | C. 不存在 | D. 1.414,A为有理数中平方小于2的数集，其最小上界为√2，虽√2∉A，但确界原理保证上确界存在且为√2。,ai
50,6,1.2 数集·确界原理,数学分析,single_choice,2,1,4,0,"设集合A={x|x∈Q, x²<2}，则A在实数集R中的上确界是？",A. √2 | B. 2 | C. 不存在 | D. 1.5,A为有理数中平方小于2的数，其最小上界为√2，虽√2∉Q，但确界可在实数中取到。,ai
51,6,1.2 数集·确界原理,数学分析,single_choice,2,1,4,0,设集合A={x|x²-2x-3<0}，则A的确界为（ ）,A. sup A=3，inf A=-1 | B. sup A=3，inf A=1 | C. sup A=1，inf A=-3 | D. sup A不存在，inf A=-1,"解不等式x²-2x-3<0得-1<x<3，故A=(-1,3)，上确界为3，下确界为-1。",ai
52,4,实数及其性质,数学分析,single_choice,2,1,4,1,下列实数中，属于无理数的是（　　）,A. 3.14 | B. √2 | C. 1/3 | D. 0.1010010001,无理数是无限不循环小数。√2≈1.41421356…是无限不循环小数，故为无理数；3.14、1/3、0.1010010001均为有限小数或循环小数，是有理数。,ai
53,4,实数及其性质,数学分析,single_choice,2,1,4,2,下列实数中，属于无理数的是（　　）,A. 3.14 | B. 22/7 | C. √2 | D. 0.333…,无理数是无限不循环小数。√2=1.41421356…是无限不循环小数，故为无理数；3.14、22/7、0.333…均为有理数。,ai
54,4,实数及其性质,数学分析,single_choice,2,1,4,2,下列实数中，属于无理数的是（　　）,A. √4 | B. 3.14159 | C. π/2 | D. 0.333…,无理数是无限不循环小数。π/2是无限不循环小数，故为无理数；√4=2，3.14159和0.333…为有限或循环小数，均为有理数。,ai
55,3,1.1 实数,数学分析,single_choice,2,1,4,0,下列实数中，无理数是（　　）,A. 0.1010010001…（相邻两个1之间依次多一个0） | B. 3.14 | C. √4 | D. 22/7,无理数是无限不循环小数。0.1010010001…符合定义；3.14、√4=2、22/7均为有理数。,ai
56,3,1.1 实数,数学分析,single_choice,2,1,4,1,下列实数中，无理数是（　　）,A. 3.14 | B. √2 | C. 1/3 | D. 0.1010010001,无理数是无限不循环小数，√2是无限不循环小数，故选B；其他选项均为有理数。,ai
57,3,1.1 实数,数学分析,single_choice,2,1,4,0,下列实数中，无理数是（　　）,A. 0.1010010001…（每两个1之间依次多一个0） | B. 0.1010010001（有限小数） | C. √4 | D. 22/7,无理数是无限不循环小数。A为无限不循环小数，是无理数；B是有限小数，C=2，D=22/7是分数，均为有理数。,ai
58,5,绝对值与不等式,数学分析,single_choice,2,1,4,0,若 |x-3| < 2，则 x 的取值范围是？,A. 1 < x < 5 | B. x > 1 | C. x < 5 | D. x ≤ 1 或 x ≥ 5,绝对值不等式 |x-3| < 2 等价于 -2 < x-3 < 2，解得 1 < x < 5。,ai
59,5,绝对值与不等式,数学分析,single_choice,2,1,4,0,若 |x-3| < 2，则 x 的取值范围是？,A. 1 < x < 5 | B. x < 1 或 x > 5 | C. 1 ≤ x ≤ 5 | D. x > 1,绝对值不等式 |x-3| < 2 等价于 -2 < x-3 < 2，解得 1 < x < 5。,ai
60,5,绝对值与不等式,数学分析,single_choice,2,1,4,0,若 |x-3| < 2，则 x 的取值范围是？,A. 1 < x < 5 | B. x < 1 或 x > 5 | C. 1 ≤ x ≤ 5 | D. x > 5,绝对值不等式 |x-3| < 2 等价于 -2 < x-3 < 2，解得 1 < x < 5。,ai
61,3,1.1 实数,数学分析,single_choice,2,1,4,3,下列实数中，属于无理数的是（　　）,A. 3.14 | B. √4 | C. 22/7 | D. √2,无理数是无限不循环小数。√2≈1.41421356…是无限不循环小数，故为无理数。3.14、√4=2、22/7均为有理数。,ai
62,3,1.1 实数,数学分析,single_choice,2,1,4,2,下列实数中，属于无理数的是（　　）,A. √4 | B. 3.14 | C. π/2 | D. 0.333…,π是无理数，π/2也是无理数；√4=2，3.14和0.333…均为有理数，故选C。,ai
63,3,1.1 实数,数学分析,single_choice,2,1,4,2,下列实数中，无理数是（ ）,A. 0.333… | B. √4 | C. π/2 | D. 22/7,π是无理数，π/2也是无理数；0.333…是循环小数，√4=2，22/7是分数，均为有理数。,ai
64,4,实数及其性质,数学分析,single_choice,2,1,4,2,下列实数中，属于无理数的是（　　）,A. √4 | B. 3.14 | C. π/2 | D. 22/7,无理数是无限不循环小数。√4=2，3.14和22/7是有限或循环小数，π/2含π，是无理数。,ai
65,4,实数及其性质,数学分析,single_choice,2,1,4,2,下列实数中，属于无理数的是（　　）,A. √4 | B. 0.333… | C. π/2 | D. 3.14,√4=2是有理数，0.333…是循环小数，3.14是有限小数，均属有理数；π/2含无理数π，故为无理数。,ai
66,4,实数及其性质,数学分析,single_choice,2,1,4,2,下列实数中，属于无理数的是（ ）,A. 0.333… | B. √4 | C. π/2 | D. 22/7,π是无理数，π/2也是无理数；0.333…是循环小数，√4=2，22/7是分数，均为有理数。,ai
67,5,绝对值与不等式,数学分析,single_choice,2,1,4,0,若|x-3|<2，则x的取值范围是？,A. 1<x<5 | B. 1≤x≤5 | C. x>1或x<5 | D. x<1或x>5,绝对值不等式|x-3|<2等价于-2<x-3<2，解得1<x<5。,ai
68,5,绝对值与不等式,数学分析,single_choice,2,1,4,0,若|x-3| < 2，则x的取值范围是？,A. 1 < x < 5 | B. 1 ≤ x ≤ 5 | C. x < 1或x > 5 | D. x ≤ 1或x ≥ 5,绝对值不等式|x-3|<2等价于-2<x-3<2，解得1<x<5。,ai
69,5,绝对值与不等式,数学分析,single_choice,2,1,4,0,若 |x-3| < 2，则 x 的取值范围是？,A. 1 < x < 5 | B. x < 1 或 x > 5 | C. -1 < x < 5 | D. x > 1,绝对值不等式 |x-3| < 2 等价于 -2 < x-3 < 2，解得 1 < x < 5。,ai
70,6,1.2 数集·确界原理,数学分析,single_choice,2,1,4,0,"设集合A={x|x∈Q, x²<2}，则A在实数集R中的上确界是？",A. √2 | B. 不存在 | C. 2 | D. 1.5,A为有理数中平方小于2的数，其最小上界为√2，虽√2∉A，但确界原理保证非空有上界数集必有上确界，故上确界为√2。,ai
71,6,1.2 数集·确界原理,数学分析,single_choice,2,1,4,1,设非空数集S有上界，则下列说法正确的是（ ）,A. S必有最大值 | B. S必有上确界 | C. S的上确界必属于S | D. S的上确界可能不存在,由确界原理，非空有上界的数集必有上确界，但上确界不一定属于S，故B正确。,ai
72,6,1.2 数集·确界原理,数学分析,single_choice,2,1,4,1,"设集合A={x|x^2<2, x∈Q}，则A在有理数集Q中的上确界是？",A. √2 | B. 不存在 | C. 2 | D. √2且√2∉Q，故无上确界,A的上界为所有≥√2的有理数，但√2不是有理数，故有理数集中无最小上界，上确界不存在。,ai
73,601,分值与题量,英语一,single_choice,2,1,4,1,在标准试卷中，若总分值为100分，题量为20题，则每题平均分值为多少？,A. 4分 | B. 5分 | C. 6分 | D. 10分,总分100分除以题量20题，平均每题5分，故选B。,ai
74,601,分值与题量,英语一,single_choice,2,1,4,1,在标准试卷中，若总分为100分，题量为20题，则每题分值为多少？,A. 4分 | B. 5分 | C. 6分 | D. 10分,总分100分除以题量20题，得到每题5分，故选B。,ai
75,601,分值与题量,英语一,single_choice,2,1,4,1,在标准试卷中，若总分为100分，题量为20道，则每道题的分值是多少？,A. 4分 | B. 5分 | C. 6分 | D. 10分,总分100分除以题量20道，每道题分值为5分，故选B。,ai
76,603,选材特点,英语一,single_choice,2,1,4,1,关于写作选材，下列哪项说法最准确？,A. 选材应追求新奇独特，越冷门越好 | B. 选材要围绕中心，选择典型、有代表性的材料 | C. 选材只需考虑个人喜好，无需顾及读者 | D. 选材越多越好，内容越丰富越能体现水平,选材的核心是服务于文章中心，典型材料能有力支撑主题，而非盲目求新或堆砌。,ai
77,603,选材特点,英语一,single_choice,2,1,4,1,在议论文写作中，下列哪项属于典型的选材特点？,A. 材料越新奇越好，无需考虑典型性 | B. 材料应紧扣论点，具有典型性和说服力 | C. 材料数量越多越好，不论是否切题 | D. 材料只需生动有趣，不必真实可靠,议论文选材应紧扣中心论点，选择典型、有代表性且能有力支撑观点的材料，而非盲目求新求多。,ai
78,603,选材特点,英语一,single_choice,2,1,4,1,在记叙文写作中，选材时最应优先考虑的是哪一项？,A. 材料的新颖独特 | B. 材料的真实典型 | C. 材料的数量丰富 | D. 材料的华丽辞藻,选材应注重真实典型，真实才能打动人，典型能有力表现主题，这是选材的核心要求。,ai
79,600,1.1 题型概述,英语一,single_choice,2,1,4,1,关于1.1节题型概述，以下哪项描述最准确？,A. 题型概述只介绍选择题 | B. 题型概述涵盖考试中可能出现的各类题型 | C. 题型概述仅涉及主观题 | D. 题型概述不包含题型示例,1.1节题型概述通常系统介绍考试涉及的所有题型，包括客观题与主观题，并提供示例，故选B。,ai
80,600,1.1 题型概述,英语一,single_choice,2,1,4,2,下列关于1.1题型概述的说法，正确的是？,A. 题型概述主要讲解选择题的解题技巧 | B. 题型概述是考试大纲中的固定章节 | C. 题型概述通常介绍各类题型的特征与要求 | D. 题型概述只适用于主观题作答,题型概述旨在系统介绍不同题型的结构、特点及答题规范，帮助考生理解考试形式，而非局限于某类题目或技巧。,ai
81,600,1.1 题型概述,英语一,single_choice,2,1,4,0,下列关于题型概述的说法，正确的是？,A. 题型概述主要介绍考试形式 | B. 题型概述仅涉及题目难度 | C. 题型概述与考试内容无关 | D. 题型概述只包含选择题,题型概述是对考试中出现的各种题型进行总体介绍，包括形式、特点等，因此选项A正确。,ai
82,603,选材特点,英语一,single_choice,2,1,4,1,在写作中，下列哪项最符合“选材特点”中“典型性”的要求？,A. 选择最生动有趣的素材 | B. 选择能反映事物本质的素材 | C. 选择自己最熟悉的素材 | D. 选择最新颖独特的素材,典型性指材料能代表一类事物，揭示本质规律，而非仅追求趣味、熟悉或新颖。,ai
83,603,选材特点,英语一,single_choice,2,1,4,1,在文章选材时，下列哪项做法最能体现‘选材特点’中的典型性？,A. 选取生活中最常见、最普遍的事例 | B. 选取最能反映事物本质、最具代表性的事例 | C. 选取个人经历中最难忘的事例 | D. 选取与主题无关但生动有趣的事例,典型性要求选材能深刻揭示事物本质，以少胜多，故B正确。A偏于普遍，C偏于主观，D偏离主题。,ai
84,603,选材特点,英语一,single_choice,2,1,4,1,在记叙文写作中，选材时最应优先考虑的是哪一项？,A. 材料的新颖独特 | B. 材料的真实典型 | C. 材料的数量丰富 | D. 材料的华丽辞藻,选材应注重真实典型，真实是文章的生命，典型能有力表现主题，而非单纯求新或求多。,ai
85,604,1.2 词汇辨析,英语一,single_choice,2,1,4,0,"The new policy will ______ the way we do business, bringing both challenges and opportunities.",A. transform | B. transport | C. transfer | D. transplant,transform意为‘改变、转变’，符合句意‘新政策将改变我们的经营方式’；transport是运输，transfer是转移，transplant是移植。,ai
86,604,1.2 词汇辨析,英语一,single_choice,2,1,4,0,The new policy will ______ the way we handle customer complaints.,A. affect | B. effect | C. infect | D. perfect,affect作动词意为'影响'；effect作名词或动词'实现'；infect意为'感染'；perfect意为'完善'。此处需动词'影响'，故选affect。,ai
87,604,1.2 词汇辨析,英语一,single_choice,2,1,4,1,下列词语中，与“静谧”意思最接近的是？,A. 喧闹 | B. 宁静 | C. 热烈 | D. 嘈杂,静谧意为安静、宁静，与“宁静”同义，故选B。,ai
88,604,1.2 词汇辨析,英语一,single_choice,2,1,4,1,下列词语中，与“谨慎”意思最接近的是？,A. 粗心 | B. 细心 | C. 大胆 | D. 马虎,“谨慎”意为小心慎重，“细心”与之相近；“粗心”“马虎”是反义，“大胆”无关。,ai
89,604,1.2 词汇辨析,英语一,single_choice,2,1,4,0,The new policy will ______ the way we handle customer complaints.,A. affect | B. effect | C. infect | D. perfect,affect作动词意为‘影响’，effect作名词或动词‘实现’，infect‘感染’，perfect‘完善’。此处需动词‘影响’，故选affect。,ai
90,604,1.2 词汇辨析,英语一,single_choice,2,1,4,1,下列词语中，与“谨慎”意义最接近的是？,A. 粗心 | B. 慎重 | C. 轻率 | D. 马虎,“谨慎”指对外界事物或自己的言行密切注意，以免发生不利或不幸的事情；“慎重”同样强调谨慎认真，二者意义最接近。,ai
91,600,1.1 题型概述,英语一,single_choice,2,1,4,1,关于1.1题型概述，以下哪项描述最准确？,A. 题型概述主要介绍考试时间安排 | B. 题型概述主要说明各类题型的命题规律和解题要求 | C. 题型概述只涉及选择题的答题技巧 | D. 题型概述与考试内容无关,1.1题型概述通常系统介绍考试中各类题型的特点、命题思路及备考要点，帮助考生把握整体方向，而非仅涉及时间或单一题型。,ai
92,600,1.1 题型概述,英语一,single_choice,2,1,4,0,关于1.1题型概述，以下哪项描述最准确？,A. 题型概述主要介绍考试的基本格式和答题要求 | B. 题型概述仅涉及题目难度分布 | C. 题型概述只关注选择题的命题规律 | D. 题型概述与考试内容无关,1.1题型概述通常涵盖考试题型结构、答题规范及评分标准，旨在帮助考生理解考试形式，而非仅聚焦难度或单一题型。,ai
